projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end
【PETKIT佩奇｜頭等艙智能寵物烘毛箱｜智能養寵一步到位】實現真正的解放雙手， 讓毛寶貝進行一趟頂級頭等艙烘毛旅航！,佩奇PETKIT,342880,12880,https://www.zeczec.com/projects/airsalon-max,"歡迎乘坐佩奇頭等艙｜在這趟烘毛旅程中，您的毛寶貝享受👍60L超大空間👍8組安全傳感器監控👍百萬負離子護毛👍360°暖風環抱👍靜音低噪運行👍銀離子抗菌底座,zeczec",32 天,2022/11/09 12:00 – 2022/12/23 23:59,2022/11/09 12:00:00,2022/12/23 23:59:00
月動褲｜吸血長褲＆吸血短褲，超大吸血面積 x 一件抵三件 x 專利反摺邊防漏工法，超越所有衛生棉，讓月亮褲®解放你的經期 Body！,谷慕慕 GoMoond,1132336,3033,https://www.zeczec.com/projects/GoMoond,"台灣第一件吸血內褲品牌 - 月亮褲®推出的最新力作，「內外褲一體式設計」的吸血長褲＆吸血短褲，讓每個有月經的人，在經期也能更安心自在活動！,zeczec",29 天,2022/11/08 20:00 – 2022/12/20 02:00,2022/11/08 20:00:00,2022/12/20 02:00:00
超簡單種植法！◣ nX20 植物營養液 ◥ 為植栽補充各種 關鍵營養，也有綠手指入門組～,1% nutrition,423970,980,https://www.zeczec.com/projects/nX20-1-percent-nutrition,"3000 名 園藝植栽專家使用經驗，辦公室、陽台、客廳室內植栽「天然萃取 × 新手老手」一起無痛轉職綠手指～,zeczec",23 天,2022/11/08 11:50 – 2022/12/14 02:00,2022/11/08 11:50:00,2022/12/14 02:00:00
【miffy米飛 超萌兔公仔】2023兔年最有創意米飛之旅，與你一起兔年大吃四方 流動好好運！,我適文創,503572,1780,https://www.zeczec.com/projects/miffy112,"來自荷蘭的國際級萌兔—miffy米飛，全球首次與台灣創意合體，展開一場全所未有的可愛旅程！台灣經典小吃x米飛盒玩公仔，流體米飛創意公仔，一起玩兔合體創造新年度的跳躍奔放！,zeczec",14 天,2022/11/07 12:00 – 2022/12/05 23:59,2022/11/07 12:00:00,2022/12/05 23:59:00
2022 最新款【 LG A9TS｜蒸氣濕拖無線吸塵器 】｜自動除塵旗艦再進化，獨家蒸氣雙旋濕拖＋全新LED輕薄寬扁吸頭，全方位瓦解難纏髒污，清潔不髒雙手。,LG ,2024650,34900,https://www.zeczec.com/projects/lg-a9ts,"LG 2022 最新機種 —— LG A9TS蒸氣濕拖無線吸塵器，搭載業界領先自動除塵功能，更加入獨家「蒸氣雙旋濕拖功能」，全方位無死角地解決地板頑強污垢。,zeczec",15 天,2022/11/03 21:00 – 2022/12/06 23:59,2022/11/03 21:00:00,2022/12/06 23:59:00
【 xTool D1 Pro 20W 雷雕機 】王者歸來！歡迎來到頂規 20W 二極體雷射新世界⚡,Makeblock,7396390,43980,https://www.zeczec.com/projects/xtool-d1-pro-20w,"✨ 加倍快｜加倍強｜加倍準。硬實力，就是我的超能力！ 熱愛創作的你是否就差一台功率更強、創意不受限的雷雕機呢？,zeczec",17 天,2022/11/03 12:00 – 2022/12/08 02:00,2022/11/03 12:00:00,2022/12/08 02:00:00
【追覓 Dreame L10s Ultra｜全能掃拖旗艦機】7 合 1 全自動機座、5300Pa 業界最強吸力、雙旋式按壓濕拖、AI 視覺避障、智慧拖布抬升，「真」旗艦全能掃地機器人！,theAxiom 安德家品,74229481,24980,https://www.zeczec.com/projects/dreame-l10s-ultra-7-1,"追覓科技全新力作！完美集結 ▶︎ 自動集塵、補水、洗烘拖布、銀離子除菌，60 天倒一次垃圾...等多項功能，給你頂級規格，CP 值爆表的價格，真正實現解放雙手！,zeczec",8 天,2022/11/01 12:00 – 2022/11/29 13:00,2022/11/01 12:00:00,2022/11/29 13:00:00
GG褲 海洋系｜來自大海的淬鍊，獨家使用來自大海的SEAWOOL® 海毛紗，兼具舒適/輕薄/快乾/恆溫涼感/永久除臭 功能,URBAN CREW,964800,980,https://www.zeczec.com/projects/GGCOOLSEA,"熱賣超過200萬的【GG褲(森林系)】推出全新海洋系！太空ionic+太空銀纖維 結合 SEAWOOL® 海毛紗，一次擁有 遠紅外線∕涼感舒適∕吸濕排汗∕99% 抗菌防臭∕3D立體囊袋∕防磨腰頭...,zeczec",24 天,2022/11/01 11:30 – 2022/12/15 23:59,2022/11/01 11:30:00,2022/12/15 23:59:00
〖 蠟筆小新熱壓吐司機 〗零失敗! 三分鐘療癒上桌♡ 高顏值小新×小白雙烤紋★陪你吃可愛長大,Norns,1350613,1690,https://www.zeczec.com/projects/norns,"日本官方授權 ‧ 全台首發 ♡《蠟筆小新：風起雲湧 光榮烤吐司之路》登場◆預購就送日式兩用收納袋◆省時省力一鍋到底★ 咖啡廳等級的吐司／鬆餅在家輕鬆做。一機在手，療癒無限、美味無窮,zeczec",29 天,2022/11/01 11:00 – 2022/12/20 23:59,2022/11/01 11:00:00,2022/12/20 23:59:00
De'Longhi 全自動義式咖啡機 Dinamica 350 系列 ｜ 2022 最新美型機種，超質感觸控面板與創新純萃冷冽冰咖啡技術，給愛喝咖啡的你！,DeLonghi Taiwan,3802200,30900,https://www.zeczec.com/projects/delonghi-ecam350,"全世界 No.1 全自動義式咖啡機品牌 De’Longhi 特別計畫！推出純萃冷冽冰咖啡 TRUEBREW OVER ICE™ 技術，給最喜歡的冰咖啡的你。使用低溫萃取讓濃烈的咖啡在冰塊上能同時...,zeczec",22 天,2022/11/01 11:00 – 2022/12/13 02:00,2022/11/01 11:00:00,2022/12/13 02:00:00
【 🇯🇵 KOIZUMI｜Monster 日系暴風級負離子吹風機 】雙渦輪業界領先大風量，頭皮護理模式搭載，在家也能吹出髮廊級秀髮！,可易家電,1416488,3490,https://www.zeczec.com/projects/monster,"日本市佔前三，口碑超好評，2022 最新款式全新登台！雙渦輪超大風量 Ｘ 20 種組合模式，省去煩人的吹髮時間，還能開啟頭皮護理模式，從根本照顧秀髮！,zeczec",9 天,2022/10/26 20:00 – 2022/11/30 23:59,2022/10/26 20:00:00,2022/11/30 23:59:00
MUFU V20S ｜雙鏡頭機車行車記錄器｜超大電量連續錄影長達7.5小時｜即扣即錄免按鍵使用很簡單,MUFU,3194871,2990,https://www.zeczec.com/projects/mufu-v20s,"機車行車記錄器使用可以很簡單，MUFU推出一款男女老少都能使用的機車行車紀錄器，行車記錄簡單搞定！,zeczec",10 天,2022/10/26 11:00 – 2022/12/01 02:00,2022/10/26 11:00:00,2022/12/01 02:00:00
【週週抽好禮】CHIMEI奇美 瞬熱智慧溫控飲水機｜制霸市面瞬熱飲水機，容量、面板、規格、品質全面大升級，高貴不貴，一鍵瞬熱,CHIMEI 奇美家電,5312427,3680,https://www.zeczec.com/projects/chimei,"304不鏽鋼導熱出水管專利技術，完美克服瞬熱出水難題，SGS認證不含雙酚A安全大容量水箱，5層淨化TÜV認證專業濾心，6大安全保護，免擔心乾燒、跳電、過熱等問題，讓你一鍵瞬熱，安心飲水。,zeczec",18 天,2022/10/26 10:30 – 2022/12/09 23:59,2022/10/26 10:30:00,2022/12/09 23:59:00
Allite CF1 多功能車用手機架｜首創 3-in-1 無線充電・磁吸支架・舒心擴香一次到位！ ,Allite ,1657652,1590,https://www.zeczec.com/projects/allite-cf1,"告別傳統手機架！創新結合 MagSafe 技術與擴香功能，打造一次到位的車用配備。CF1 全方位手機架，完美提升駕車體驗！ ,zeczec",16 天,2022/10/25 12:00 – 2022/12/07 12:00,2022/10/25 12:00:00,2022/12/07 12:00:00
【WondaMop｜免換水淨水拖把組】污水淨化 × 淨水循環 × 細菌濾淨 × 免倒換水 × 極致乾淨 ✨超早鳥優惠🎁優惠限定，抽超值大獎！,富商國際股份有限公司,4507434,1420,https://www.zeczec.com/projects/wondamop,"2000年來拖把的全新革命：讓人""嘖嘖稱奇""的拖把! 拖地居然可以不用換水，2.5公升拖地水...居然可以重覆使用如此清澈！ 『從此拖地免換水』＃超濾淨＃真乾淨,zeczec",22 天,2022/10/25 12:00 – 2022/12/13 02:00,2022/10/25 12:00:00,2022/12/13 02:00:00
【WOKY –[●●] 渾圓杯｜最台吸管保溫杯】 770ml 超大容量！一杯暢飲全部外帶手搖,WOKY,9048123,840,https://www.zeczec.com/projects/woky-770ml,"由台灣手搖文化出發設計，有感升級開發770ml大容量結合獨家鈦陶瓷、封水結構、珍珠粗吸管、隱藏式手提及可替換止水豆設計，無畏各式飲品新口味搶攻市場，專為手搖控準備，一杯就足夠日常所需！,zeczec",10 天,2022/10/24 12:00 – 2022/12/01 23:59,2022/10/24 12:00:00,2022/12/01 23:59:00
SUSSI「Eye罩護」瞬熱音波護眼儀 | 一罩熱敷按摩眼罩雙享受，眼壓頭痛say掰掰,SUSSI,215741,1680,https://www.zeczec.com/projects/sussi-massage-eyemask,"消除眼睛疲勞 除了藥物，你還有更好的選擇 2022百大網友激推『SUSSI「Eye罩護」瞬熱音波護眼儀』 非藥物、非侵入式，快速有效舒緩緊繃的雙眼 讓SUSSI帶你一起告別高眼壓，眼酸、頭痛都掰掰！！,zeczec", 34 小時,2022/10/24 12:00 – 2022/11/22 23:59,2022/10/24 12:00:00,2022/11/22 23:59:00
最後 1 天！極致玩家【 SAMSUNG｜Odyssey OLED G8 】三星首款曲面 QD-OLED 34 吋電競螢幕！極度沈浸快感，前所未有的完美畫質！,Samsung,863400,47900,https://www.zeczec.com/projects/samsung-odyssey-oled-g8,"身為極致電競玩家的你，配備跟得上你的技術嗎？全新 Odyssey OLED G8 34 吋曲面螢幕！最極速的電競快感、最沈浸的觀影感受！打電動、追劇還是觀影，都能超乎想像的身歷其境！,zeczec", 36 小時,2022/10/18 12:00 – 2022/11/23 02:00,2022/10/18 12:00:00,2022/11/23 02:00:00
桌遊與 APP 完美結合的競爭性故事 RPG！《命運之輪》將會帶給你絕無僅有的體驗！,栢龍玩具,2109529,3600,https://www.zeczec.com/projects/Destinies,"命運就像一條線，看似毫無關聯的我們，早已相互交織，捲入了黑暗的陰謀,zeczec",9 天,2022/10/18 12:00 – 2022/11/30 23:59,2022/10/18 12:00:00,2022/11/30 23:59:00
【眠朵雲 2.0 】恆溫深度釋壓枕｜業界最高枕心密度支撐，3 層科技布套打造吸濕／排汗／抗菌極致舒適感，陪你夜夜好眠,戀家小舖,10418669,2680,https://www.zeczec.com/projects/lovingfamily,"熱賣超過 15,000 顆的【眠朵雲】推出全新二代！領先業界 3 倍枕心密度，提供良好支撐與深層釋壓。3 層科技布套，則讓肌膚有最舒適的接觸感，一試就愛上！,zeczec",3 天,2022/10/12 21:00 – 2022/11/24 02:00,2022/10/12 21:00:00,2022/11/24 02:00:00
Logitech【ZONE VIBE 100 無線藍牙耳機麥克風 & Brio 500 網路攝影機】輕奢玩美．質感辦公．,Logitech Taiwan,3743820,2690,https://www.zeczec.com/projects/logitech-PC,"品味拉滿！質感協作首選｜無論辦公或娛樂，都要你亮眼✨,zeczec",9 天,2022/10/12 12:00 – 2022/11/30 02:00,2022/10/12 12:00:00,2022/11/30 02:00:00
〔倒數 24 小時〕 2023【3D 紙雕地球日曆】- 是日曆，更是收藏品。用 365 天，創造一個世界。,紙志,6346788,1980,https://www.zeczec.com/projects/earth-calendar-2023,"【全台首發 X 台灣節日 X 繁體中文】結合 3D 立體雷雕技術，還原真實地貌高低。讓撕日曆的每一天，成為藝術創作的過程。,zeczec", 12 小時,2022/10/06 12:00 – 2022/11/22 02:00,2022/10/06 12:00:00,2022/11/22 02:00:00
【 Foodcycler｜廚餘大師 Pro 】收單最後倒數！全新專利技術大升級：容量最大、限制最少、效果最佳、清潔最易！,theAxiom 安德家品,108338311,12280,https://www.zeczec.com/projects/foodcycler-pro,"廚餘大師 Pro 結合兩大專利技術：“Vortech™” 渦流粉碎系統 和 “Air-Flow+” 高效氣流科技，解決了目前市售廚餘機的所有痛點，堪稱廚餘機界的最強王者！,zeczec",4 天,2022/10/06 12:00 – 2022/11/25 02:00,2022/10/06 12:00:00,2022/11/25 02:00:00
KIMU DUO 融蠟燈｜給關不掉的嗅覺，美好且安心的儀式感日常。,KIMU,1734216,2999,https://www.zeczec.com/projects/kimu-duo,"讓台灣燈具品牌 KIMU 打造比你更挑剔的香氛體驗。讓世界首創雙燈頭，立體你的五感，放大你的第六感。,zeczec",2 天,2022/10/06 11:00 – 2022/11/23 23:59,2022/10/06 11:00:00,2022/11/23 23:59:00
【10分鐘快速水洗！超省錢！】新冠病毒99.99%抑制認證 x 大坪數小坪價 x 淨化小至0.01um奈米級顆粒物 x SGS國際認證 x 語音聲控超方便 x UV殺菌,Apolnus 水洗濾網空氣清淨機,16164618,9990,https://www.zeczec.com/projects/apolnus,"濾網簡易清潔大升級，5~14坪空間靈活運用，獨家創新濾網技術、易水洗、無臭氧，實驗認證可過濾奈米顆粒，解決空氣清淨機使用上的痛點，真正空清機界的最強黑馬！,zeczec",4 天,2022/10/05 11:00 – 2022/11/25 23:59,2022/10/05 11:00:00,2022/11/25 23:59:00
【 Philips｜ADD6910 RO 純淨智慧飲水機 】3 秒瞬熱、免安裝，搭載 AquaShield 多合一 RO 過濾系統、UV-C 殺菌設計，雙重防護可過濾高達 99.9% 污染物，大口生飲，比煮沸更安心！,Philips,7732384,15900,https://www.zeczec.com/projects/philips-add6910,"搭載 AquaShield 多合一 RO 過濾系統 ，經SGS及BV等國際認證機構檢測，5層複合式濾芯，即濾即飲！3 秒瞬熱，4 公升大水箱，滿足全家飲水需求！,zeczec",3 天,2022/10/04 12:00 – 2022/11/24 02:00,2022/10/04 12:00:00,2022/11/24 02:00:00
馬曆2023／做一隻不會在龜兔賽跑中輸掉比賽的兔子,新加坡商艾雅思股份有限公司台灣分公司,2595713,920,https://www.zeczec.com/projects/MarknMary2023,"原子習慣說，只要每天進步1%，一年累積下來，你就會成長3700%！ 問題是，我們要從哪裡開始下手，要如何有意識地做出改變呢？ 就讓馬曆成為你每日的提醒吧！,zeczec",10 天,2022/10/01 10:01 – 2022/12/01 23:59,2022/10/01 10:01:00,2022/12/01 23:59:00
J'DOR 全天然兒童黏土 | 不沾黏、加水即可恢復柔軟、植物精油製作｜孩子聖誕節禮物首選｜幼兒安全無毒黏土｜用食材打造玩具 | ,倍格思有限公司,979475,320,https://www.zeczec.com/projects/jdor,"小孩聖誕節禮物 - 安全無毒兒童黏土 促進小肌肉發展訓練 ｜ 幼兒禮物首選 ｜天然無毒安全黏土！不沾黏、加水即可恢復柔軟！,zeczec",5 天,2022/09/30 21:00 – 2022/11/26 23:59,2022/09/30 21:00:00,2022/11/26 23:59:00
韓國億萬熱銷！全手型擬真手感，按摩師傅在我家！【ROYROSA｜魔手刮痧棒】給你最舒適的居家按摩刮痧體驗✨,Royrosa Taiwan,2634959,999,https://www.zeczec.com/projects/royrosa," 最瞭解你的身體需要什麼，各種角度輕輕一按，力道滿分深度舒壓，自己刮痧不再是難題！,zeczec",14 天,2022/09/28 20:00 – 2022/12/05 23:59,2022/09/28 20:00:00,2022/12/05 23:59:00
Withering Calendar 2023 植物凋零曆 ｜凡事都會消逝，凡事也都會再來,yiyuflorist,4454639,980,https://www.zeczec.com/projects/withering-calendar-2023,"一本關於凋零的植物攝影日曆。,zeczec",4 天,2022/09/21 21:00 – 2022/11/25 02:00,2022/09/21 21:00:00,2022/11/25 02:00:00
❝ 𝘿𝙤𝙪𝙗𝙡𝙚 𝘽𝙤𝙭 蒸氣微波保鮮盒 ❞ 保鮮 - 料理 - 上桌，一步到位！,LiFE RiCH 富川創造,11773876,2950,https://www.zeczec.com/projects/double-box,"LiFE RiCH 富川創造全新力作！延續「可微波不鏽鋼」專利結構，結合獨家「蒸氣微波」技術，並升級氣密防漏、防燙隔熱、三款容量設計，讓保鮮、料理、上桌，一步到位！,zeczec",16 天,2022/09/21 12:00 – 2022/12/07 23:59,2022/09/21 12:00:00,2022/12/07 23:59:00
HoldU 懶人沙發椅｜是懶骨頭，更是床墊 ＆ 支撐沙發！一椅三用大革新，Hold Your Life！,WM台客嚴選,4478949,3690,https://www.zeczec.com/projects/holdu,"360 度沉浸包覆，享受懶骨頭帶來的放鬆，加上台灣製的支撐設計，包覆兼具支撐，怎麼坐都舒適，讓一椅適用多種生活情境，一張顛覆你想像的懶人沙發，不只是懶骨頭，也是支撐沙發，更是單人沙發床！,zeczec",7 天,2022/09/20 12:00 – 2022/11/28 23:59,2022/09/20 12:00:00,2022/11/28 23:59:00
GUARDAMPER 尬 顛 簸【 銀刃 】搖式挾持 4D 專業抗震手機架｜精緻工藝 × 便利快取 × 絕對抗震,尢口設計,6983703,2488,https://www.zeczec.com/projects/guardamper,"GUARDAMPER 尬顛簸 【 銀刃 】專利抗震 × 單手快取 × 精巧鋼骨｜台灣設計、製造，最值得你擁有的車用精品。,zeczec",46 天,2022/09/13 12:00 – 2023/01/06 23:59,2022/09/13 12:00:00,2023/01/06 23:59:00
2023｜兔兔高升｜貓日曆 - 和貓咪一起天天好心情，享受好運氣！,HANK MAX STUDIO,5307122,1490,https://www.zeczec.com/projects/catflip2023,"你知道兔年（卯年）也是貓咪年嗎？2023 和貓貓一起兔兔高升吧！*ΦωΦ)ノ,zeczec",3 天,2022/09/07 11:50 – 2022/11/24 23:59,2022/09/07 11:50:00,2022/11/24 23:59:00
Logitech 特獻果粉😍台灣限定注音鍵盤【 Rugged Combo 3｜iPad 鍵盤保護殼 】&【 Crayon｜iPad 數位筆 】&【 KEYS-TO-GO｜輕巧藍牙鍵盤 】,Logitech Taiwan,3987310,1590,https://www.zeczec.com/projects/logitech-edu,"適用於 Apple 系列！耐用、抗摔，好清潔！,zeczec",9 天,2022/08/23 12:00 – 2022/11/30 23:59,2022/08/23 12:00:00,2022/11/30 23:59:00
