projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period
J'DOR 全天然兒童黏土 | 用食材打造玩具 | 不沾黏、加水即可恢復柔軟、植物精油製作 幼兒安全無毒玩具首選,倍格思有限公司,404635.0,550.0,https://www.zeczec.com/projects/jdor,"J'DOR 天然配方 - 安全無毒兒童黏土 促進小肌肉發展訓練 ｜ 不殘留好清理、不沾黏、加水即可恢復柔軟、植物精油製作 ,zeczec",55 天,2022/09/30 21:00 – 2022/11/26 23:59
馬曆2023／做一隻不會在龜兔賽跑中輸掉比賽的兔子,新加坡商艾雅思股份有限公司台灣分公司,1853106.0,920.0,https://www.zeczec.com/projects/MarknMary2023,"原子習慣說，只要每天進步1%，一年累積下來，你就會成長3700%！ 問題是，我們要從哪裡開始下手，要如何有意識地做出改變呢？ 就讓馬曆成為你每日的提醒吧！,zeczec",60 天,2022/10/01 10:01 – 2022/12/01 23:59
✶LIGHtogo 最強殺菌神器✶ 100%安全無顧慮！,長虹光電,429842.0,1300.0,https://www.zeczec.com/projects/lightogo-uvc,"車用UVC殺菌燈強勢來襲， 超懶人神器３步驟輕鬆安裝，隨車內空調出風98.4%滅毒殺菌！從最根本源頭持續有效循環滅菌！九大特色全面淨化車內空間，司機乘客都安心！,zeczec",59 天,2022/08/31 12:00 – 2022/11/30 23:59
日日有影 2023｜生活是電影的本質，電影是生活的淬鍊 ―― 電影日曆陪伴你的 2023 年,釀電影,2203295.0,980.0,https://www.zeczec.com/projects/amovieaday,"12 位台灣插畫家，與近百位電影人、影評、作家聯手，讓你的 365 天都有電影相伴。,zeczec",29 天,2022/08/31 21:00 – 2022/10/31 23:59
,,,,https://www.zeczec.com/projects/deadeveryday,,,
,,,,https://www.zeczec.com/projects/wbj4th2022,,,
,,,,https://www.zeczec.com/projects/FredJam,,,
,,,,https://www.zeczec.com/projects/verse-3rd-yrs,,,
,,,,https://www.zeczec.com/projects/coca-koala-2,,,
,,,,https://www.zeczec.com/projects/wonderbook,,,
,,,,https://www.zeczec.com/projects/logitech-edu,,,
,,,,https://www.zeczec.com/projects/parenting-calendar2023,,,
,,,,https://www.zeczec.com/projects/catflip2023,,,
,,,,https://www.zeczec.com/projects/team-of-taiwan-mdas-2022,,,
【 專為孩子精心打造｜coobee 2.0 】 2in1 手搖 / 電動雙升降兒童成長書桌，馬達輕鬆拆卸好安裝！美觀、安全、實用兼具！,欣美SingBee,2990221.0,27990.0,https://www.zeczec.com/projects/coobee,"熱銷海內外的coobee 這次進化為電動桌，克服傳統電動桌故障就要整張丟棄的困擾，一張能實現從小用到出社會的兒童電動桌！清新色調，任何裝潢風格都好融入！,zeczec",10 天,2022/08/10 12:00 – 2022/10/12 23:59
【iMiniDV X4】內建式安全帽行車記錄器｜3秒快拆｜ Wifi連接｜AI智慧啟動｜真人語音｜GPS測速｜守護你的「型」車安全,聯合總部 Federal Headquarters,7148923.0,3280.0,https://www.zeczec.com/projects/iminidv-x4,"100% 極隱蔽＋1080p 全高清＋140° 超廣角＝ 你無懼三寶｜不怕碰瓷的秘密武器｜google精準定位｜超高續航,zeczec",29 天,2022/08/11 12:00 – 2022/10/31 23:59
 最速面紙盒 ▋TOS 紙巾供應系統 Tissue Offering System ▋ 提昇你內心的辛烷值。,HooBue,1555925.0,2250.0,https://www.zeczec.com/projects/tos-tissue-offering-system,"首創電子監測面紙殘量，全鋁合金打造，抽吧！提昇心靈馬力，一個動作讓生活細節充滿貼背感。,zeczec",12 天,2022/07/20 21:00 – 2022/10/14 23:59
𝙈𝙞𝙟𝙞𝙡𝙮 𝘼𝙞𝙧 大氣涼拖鞋｜𝟭 鞋 𝟰 穿的機能神拖 - 急反彈、強支撐、超耐走！,Mijily 米吉利循環鞋履,5412871.0,1680.0,https://www.zeczec.com/projects/mijily-air,"這是『史上第一雙大氣控壓的涼拖鞋！』兼具四種鞋面穿法、吊掛收納、耐磨止滑、專利高支撐鞋體，同時輕盈舒適且可回收的休閒涼拖鞋。Mijily 不只賣鞋，我們更注重售後的回收機制！,zeczec",29 天,2022/08/03 12:00 – 2022/10/31 23:59
▋好評延長第二波！▋萬播T6R Max - 投影王者回歸！最強 CP 值，劇院級享受隨手帶著走！,睿濬國際,8451421.0,9190.0,https://www.zeczec.com/projects/t6r-max-cp,"曾創下嘖嘖募資 4000 萬最高紀錄的投影機王者回歸！小套房也能投出 200 吋巨幅螢幕！追劇、玩遊戲、露營星空電影院？T6R Max 讓你用最高的 CP 值，為小空間創造沈浸式的大體驗！,zeczec",11 天,2022/08/16 12:00 – 2022/10/13 23:59
KAVi 翻轉咖啡杯｜一杯搞定所有器具，跳脫日常框架、翻轉無限”饗嚮”,錦明實業股份有限公司,446879.0,1485.0,https://www.zeczec.com/projects/viida-kavi,"小孩才作選擇，今天喝什麼我說了算！隱身於隨行杯裡的飲品特調 Bar，讓你再忙都能輕鬆享有手作飲品的好滋味及樂趣味！,zeczec",42 天,2022/09/13 10:30 – 2022/11/13 23:59
Cool Smile 乾式行動水冷扇 ｜強力涼風有感直吹，乾爽不濕悶！,ecostar Taiwan,1089778.0,2700.0,https://www.zeczec.com/projects/cool-smile,"打破你對水冷扇的既定印象！獲取台灣專利技術認證，無濾網的水冷扇也可以清涼有感，長久使用無需擔心高額電費！,zeczec",3 天,2022/08/17 20:00 – 2022/10/06 02:00
,,,,https://www.zeczec.com/projects/guardamper,,,
,,,,https://www.zeczec.com/projects/betterlife2023,,,
,,,,https://www.zeczec.com/projects/goodday,,,
,,,,https://www.zeczec.com/projects/anan,,,
,,,,https://www.zeczec.com/projects/raz-multistand,,,
,,,,https://www.zeczec.com/projects/moft-Cooling-Stand,,,
,,,,https://www.zeczec.com/projects/ryuu,,,
,,,,https://www.zeczec.com/projects/tomita,,,
,,,,https://www.zeczec.com/projects/veer,,,
,,,,https://www.zeczec.com/projects/byzoomfitness-dumbbell-bench,,,
O'miti 潔淨美膚儀 | 洗臉、卸妝、導入➰️多樣配件輕鬆替換，清潔保養簡單搞定！,lisscode,1106020.0,2180.0,https://www.zeczec.com/projects/o-miti-all-in-one,"台灣設計製造，滿足「全方位肌膚」需求，提供專業、日常、快速洗、卸、保養選擇，找回極淨透亮美肌！,zeczec",16 天,2022/09/06 12:00 – 2022/10/19 02:00
『 日本 amadana ｜16L 極靜高效除濕機 』 - 日本美學 一級能效 16L 除濕機,amadana,2149181.0,8580.0,https://www.zeczec.com/projects/amadana-16l,"日式極簡『 16L 除濕機』，大除濕量，40%-80% 濕度符合環境需求！45dB靜音除濕，安心舒適！一級能效，還能自行申請1200元補助喔！,zeczec",28 天,2022/08/23 12:00 – 2022/10/31 02:00
職游 x 牌卡 = 運用內在三角形▲ 成為自己的職涯設計師！,職游,328967.0,4480.0,https://www.zeczec.com/projects/careercreator,"我們是「職游」，由職涯諮詢師組成的專業團隊，這次推出 3 套職涯探索牌卡與可無限回看的線上課程，希望大家能透過趣味的職涯探索牌卡，在多變的職場環境中，從探索認識自己的「內在 3 角形」開啟職涯規...,zeczec",30 天,2022/09/26 20:00 – 2022/11/01 23:59
翁鈺鈞首張個人專輯《欲嫁女人心》募資計劃,怡佳娛樂經紀股份有限公司,152625.0,299.0,https://www.zeczec.com/projects/WengYuJun-Album,"一個懷著希望夢想而唱的女生，將要把過去所聚集的能量，全心注入首張個人全新創作專輯中，唱乎你聽！,zeczec",90 天,2022/09/23 20:00 – 2022/12/31 23:59
Flōt 舒眠浮樂枕 ｜體驗可調式：物理牽引+漂浮舒壓，雙重舒眠享受的超級機能枕,Jolie有點酷,1517684.0,2480.0,https://www.zeczec.com/projects/trippal-flot,"全面破解惡性循環的失眠魔咒！全球首款~可彈性調整～完美整合「物理微牽引」、「飄浮輕舒壓」、「革新專利材料」與 「全方位人體工學」的精品級舒壓機能枕！,zeczec",31 天,2022/07/12 21:00 – 2022/11/03 02:00
Drinker 醉客包｜背包界的陳年酒桶，讓你隨時隨地享受品飲，來場醉客之旅！,Stella Forza 本革九號製所,975930.0,6120.0,https://www.zeczec.com/projects/drinker-wine-bag,"酒桶造型餐酒袋精緻有型，三種攜帶方式：手提、側背、後背讓你輕鬆袋酒出門。採用義大利頭層牛皮拼接油蠟帆布，讓城市型男們能隨時隨地品飲微醺，背上醉客包一起成為最時尚的Drinker！,zeczec",24 天,2022/07/28 21:00 – 2022/10/27 02:00
你愛喝酒 那你懂酒嗎？｜《醉的有理》2023酒醉日曆,下班族,677259.0,799.0,https://www.zeczec.com/projects/jiuzuirili,"這是一本沒有要讓你2023清醒的日曆(*^_^*),zeczec",37 天,2022/09/20 21:00 – 2022/11/08 23:59
《新蘇富比葡萄酒百科全書》｜葡萄酒界權威之作，發行 35 年首度推出中文版！,大石國際文化有限公司,872381.0,4380.0,https://www.zeczec.com/projects/The-New-Sothebys-Wine-Encyclopedia,"《蘇富比葡萄酒百科全書》是WSET世界品酒師證照和CMS侍酒師考試的指定讀物，1988年由DK發行首版（480頁），改版後更名為《新蘇富比葡萄酒百科全書》，現在這本是2020年第六版，內容增加到...,zeczec",29 天,2022/09/19 20:00 – 2022/10/31 23:59
,,,,https://www.zeczec.com/projects/neo,,,
,,,,https://www.zeczec.com/projects/htvront,,,
,,,,https://www.zeczec.com/projects/horumonbaby426,,,
,,,,https://www.zeczec.com/projects/makeawish,,,
,,,,https://www.zeczec.com/projects/huachen,,,
,,,,https://www.zeczec.com/projects/sparkiediaper2,,,
,,,,https://www.zeczec.com/projects/ArdeaAlba-Jacket,,,
,,,,https://www.zeczec.com/projects/hdh-iris,,,
,,,,https://www.zeczec.com/projects/cluebox-v-s,,,
2023【台灣．鳥．日子—365天手繪日曆】｜你的鳥類小百科,台灣．鳥．日子,165310.0,760.0,https://www.zeczec.com/projects/lovebirds2023,"2023【台灣．鳥．日子—365天手繪日曆】手繪勾勒365隻鳥類，彩繪並記錄台灣及全球獨特鳥兒！引起台灣大眾對鳥兒的關注，入門學習鳥類的知識！,zeczec",50 天,2022/09/22 20:00 – 2022/11/21 23:59
以聆聽陪伴無聲吶喊青少年｜2022《心理自聊師》Podcast 募資計畫,金星文創製作有限公司,172100.0,800.0,https://www.zeczec.com/projects/podcast2022,"我們青少年自殺死亡率連續 20 年攀升，讓專業心理師主持的 Podcast 節目，用青少年聽得進去的語言，協助更多人理解他們的不快樂，陪他們撐下去。,zeczec",13 天,2022/08/31 11:00 – 2022/10/15 23:59
『Finale2』日本天才發明家小川コータ設計 #人生最後的皮夾,Neo Choice ,403880.0,2260.0,https://www.zeczec.com/projects/finale2,"最強皮夾收納術，始終保持『輕薄1CM』。 日本職人製，最高等級牛皮革和防水保護劑。日本集資近900萬的創意設計皮夾，台灣獨家首賣 😉,zeczec",18 天,2022/09/01 20:30 – 2022/10/20 23:59
日本旭川折折墊 | 多用途三角靠墊隨你折疊，體驗減壓生活新折學！,日本旭川,879350.0,2490.0,https://www.zeczec.com/projects/zhe-zhe-pillow,"給想減壓放鬆的你，三大「折」學體驗！專利折疊設計搭配高密度記憶芯，符合人體工學、慢回彈高支撐，將壓力交給折折墊，打造居家減壓「折」學生活！,zeczec",19 天,2022/08/10 10:30 – 2022/10/21 23:59
2023 懂懂漢方曆 ✦ 讓中醫知識融入生活，陪你漢方養生一整年！,懂懂漢方(上荷生醫),292070.0,830.0,https://www.zeczec.com/projects/dongherb2023,"常見中藥材 × 實用藥帖，不只體驗本草之美，更享受有漢方的美好日常 ◔.̮◔✧,zeczec",28 天,2022/09/20 20:00 – 2022/10/30 23:59
余凱揚首張個人專輯《梁山伯分手祝英台》募資計劃,怡佳娛樂經紀股份有限公司,219755.0,299.0,https://www.zeczec.com/projects/KaiYang0124,"一位很不一樣的新人，一個新時代的年輕範本⋯⋯余凱揚,zeczec",8 天,2022/08/15 20:00 – 2022/10/10 23:59
香伴 | 香菱最懂你想要的LOVE極致覺醒,香伴,381148.0,999.0,https://www.zeczec.com/projects/siangcup,"擁有百萬粉絲的天使臉孔魔鬼身材陳香菱本色出演香伴杯，帶您飛上雲端享受極致高潮猶如香菱伴你在身邊❤,zeczec",10 天,2022/08/25 21:00 – 2022/10/12 23:59
,,,,https://www.zeczec.com/projects/puffdarling,,,
,,,,https://www.zeczec.com/projects/musical-world,,,
,,,,https://www.zeczec.com/projects/yuyu-yang-museum,,,
,,,,https://www.zeczec.com/projects/taiwanballetcompanyperformance,,,
,,,,https://www.zeczec.com/projects/pilmoa,,,
,,,,https://www.zeczec.com/projects/anna2023,,,
,,,,https://www.zeczec.com/projects/j-fit,,,
,,,,https://www.zeczec.com/projects/onemore-twomore,,,
,,,,https://www.zeczec.com/projects/StarHuang,,,
【蕭紫菡舞蹈劇場】—— 《罪愆》(OFFENSE)，前進西班牙MASDANZA編舞大賽 募資計劃！,蕭紫菡,268310.0,600.0,https://www.zeczec.com/projects/OFFENSE---MASDANZA,"作品《罪愆》(OFFENSE)入圍歐洲最佳舞蹈節——西班牙MASDANZA編舞大賽，欲募足機票及相關費用前往，盼獲各界支持。,zeczec",14 天,2022/08/11 12:00 – 2022/10/16 23:59
【磁流蝸蝸機】自療系美容儀、按摩儀、刮痧板MIX！4in1全身按摩X臉部拉提X加快保養X活絡循環,貝思得國際股份有限公司,130360.0,1980.0,https://www.zeczec.com/projects/snails,"不同於市面上功能單一的刮痧板，我們結合了「美容儀＋按摩儀＋刮痧板」的特色，以貼身設計加入熱能、微磁流及高速震動，你可以運用滾輪加強臉部拉提，滾出小V臉，加強身體按摩，一鍵切換，全身都可使用！！,zeczec",26 天,2022/09/12 20:00 – 2022/10/28 23:59
【Formosan Creatures 島嶼精靈 - 質感金屬車用擴香】開啟自然香氛旅程,Gdesign,132759.0,1280.0,https://www.zeczec.com/projects/formosan-creatures-CarDiffuser,"以四種保育類動物台灣藍鵲、石虎、虎鯨、櫻花鉤吻鮭為主角，融合圖像工藝設計、香氛調製、歌曲創作元素，創作出【島嶼精靈 - 動物圖騰擴香】系列，期待以視、嗅、觸與聽覺體驗記錄美麗的自然生態,zeczec",15 天,2022/08/31 20:00 – 2022/10/18 02:00
貓咪好盆友-外掛式自動貓砂盆,大數聚物聯-最強掃地工,23086.0,4599.0,https://www.zeczec.com/projects/CatFriendForever,"一款結合省電、體積小、鏟屎、快速打包的外掛式自動貓砂盆,zeczec",29 天,2022/09/30 11:00 – 2022/10/31 23:59
《愛洗手自動給皂機》募資預購計畫｜終身保固・當您一輩子的依靠｜金馬影后陳淑芳代言｜ 個人衛生保護・抗疫居家必備 ｜長效免用電池｜洗手液台灣 GMP 大廠製造,杰強國際有限公司,289750.0,675.0,https://www.zeczec.com/projects/ai-xi-shou,"愛洗手自動給皂機，為杰強國際有限公司全新推出的洗手機旗艦機種。這兩年因為疫情的發生，大家開始更注重在個人的衛生習慣，因此創辦人想推出一款提供終身免費保固的自動給皂機，提供給大眾最完善的售後服務，...,zeczec",29 天,2022/08/03 12:00 – 2022/10/31 23:59
【如記食品 ｜純天然食材、可即食、可送禮の健康禮盒】,如記食品有限公司,243240.0,850.0,https://www.zeczec.com/projects/ruji-food01,"如記禮盒即將開放預購 （讓你能烤肉，送禮，無負擔的吃！喝！玩！） 參與募資還可以得到這份禮盒的大優惠價喔！ ​ 如記食品成立於1982年，2004年開始與7-11統一合作，研發並生產冷凍...,zeczec",3 天,2022/08/19 12:00 – 2022/10/05 23:59
《日有所撕》每週精選配色的撕式週曆，可撕下值得紀念的日期作為年度回顧，也是2023年最佳生日及週年禮 ,CHLOE DESIGN,1640.0,840.0,https://www.zeczec.com/projects/savetheday2023,"以色彩為主題的萬用週曆，只要有創意，還可當作紀念冊、微日記、單字卡或書籤等用途，也是生日及週年紀念的創意贈禮。,zeczec",28 天,2022/10/02 15:00 – 2022/10/30 23:59
,,,,https://www.zeczec.com/projects/necfree,,,
,,,,https://www.zeczec.com/projects/day,,,
,,,,https://www.zeczec.com/projects/thescentcalendar,,,
,,,,https://www.zeczec.com/projects/jili,,,
,,,,https://www.zeczec.com/projects/tea-protect,,,
,,,,https://www.zeczec.com/projects/bunny-island,,,
,,,,https://www.zeczec.com/projects/yourbonex,,,
,,,,https://www.zeczec.com/projects/grimmpress-2,,,
,,,,https://www.zeczec.com/projects/Coffeehouse,,,
,,,,https://www.zeczec.com/projects/good-chicken-calendar-2023,,,
《貓老闆的路邊攤》最有台灣味的策略遊戲，邀請你一起來稱霸夜市！,蔥哥,172080.0,1170.0,https://www.zeczec.com/projects/TaiwanNightMarket,"最有台灣味的策略遊戲，邀請你一起來稱霸夜市,zeczec",21 天,2022/09/01 20:00 – 2022/10/23 23:59
小墨曆｜2023 書法水墨學習日曆 feat.學見書房,小墨器 Hsiao Mo Chi,405330.0,890.0,https://www.zeczec.com/projects/Hsiao-mo-li,"2023 年，一起來個美字訓練！ 讓你從小學畢業後重新愛上書法的日曆 ,zeczec",38 天,2022/09/01 21:00 – 2022/11/10 02:59
"《2022 都不落空：夢想起飛音樂會》原創華語 聖誕音樂劇 Chinese Christmas Musical ""Never Fails"" World Premiere Concert 2022",Melody Hwang X 財團法人卓越藝術傳播基金會,647928.0,500.0,https://www.zeczec.com/projects/never-fails-2022,"2022.12.10 首發音樂會/線上音樂會，邀您一起夢想起飛 Join us to make this musical concert a reality!,zeczec",8 天,2022/09/09 20:00 – 2022/10/10 23:59
【I-CHUN CHOU】 三款在任何時段都為你加分的香水，展現你的個性 | AMPM一日時光旅行香水套組,鼻子星球,35280.0,1680.0,https://www.zeczec.com/projects/ampm-24-i-chun-chou,"由專業調香師所設計，AMPM一日旅行時光的氣味，是詮釋氣味最理想的方式。逆向調香只採用好聞的氣味分子，香水新手不用擔心帶給周遭「香害」，三款在任何時段都為你加分的香水，展現更多自信。,zeczec",42 天,2022/09/30 19:00 – 2022/11/13 23:50
【今日宜小聊－2023腥座日曆】自我安慰開啟美好的一天， 2023腥辣才是王道,小瑜星座,162126.0,100.0,https://www.zeczec.com/projects/zodiac-teacheryu-calendar-2023,"宇宙間第一本與你對話、用星座與你互動的「沉浸式日曆」，365天專屬腥雞湯金句，讓你每天花5分鐘思考人生，搭配自己寫下每天想要對話的主題，讓2023每日都有意義！,zeczec",37 天,2022/09/14 12:00 – 2022/11/08 23:59
希望的當下｜王志揚書法月曆 2023,懷璞文創（樂學齋）,47040.0,980.0,https://www.zeczec.com/projects/Treasure,"將日子過成順逆從容的字，寫四季盎然的詩。 一份揉合書藝×文學×設計的月曆， 陪我們簇擁希望，在當下。,zeczec",36 天,2022/09/28 12:00 – 2022/11/07 23:59
【2023清旅行手撕桌曆】網紅凡清親手製作｜ 365天日日旅行 橫跨50國 ｜ 伴你收藏一整年的美好,2023清旅行手撕桌曆,200011.0,680.0,https://www.zeczec.com/projects/cingtravel2023,"一起去旅遊吧！這本《2023清旅行手撕桌曆》是我親手製作的喔，當初答應仲仲要帶她去度假而製作的，遨遊50國風景美食，每日一句土味情話，365天日日充滿驚喜，各方面細節都超級注重，分享給各位,zeczec",29 天,2022/09/14 21:00 – 2022/10/31 23:59
2023 明想正念日曆 Bit By Bit Calendar｜用日復一日的美好・切換內心的開關,dxpresso,579400.0,820.0,https://www.zeczec.com/projects/dxpresso-bit-by-bit-calendar,"給初學者的正念日曆，透過365天明想每日提醒 + 每日療癒圖形，讓大腦進入短暫的正念狀態、消除眼睛疲勞，陪你一點一滴的累積，一天比一天進步！,zeczec",13 天,2022/09/16 12:00 – 2022/10/15 23:59
,,,,https://www.zeczec.com/projects/GLOCAL,,,
,,,,https://www.zeczec.com/projects/firepro,,,
,,,,https://www.zeczec.com/projects/IslandGone-futureislandstudio,,,
,,,,https://www.zeczec.com/projects/MeowWWWu2023,,,
,,,,https://www.zeczec.com/projects/go-stand,,,
,,,,https://www.zeczec.com/projects/taipeiinthebox,,,
,,,,https://www.zeczec.com/projects/nicetomeetyou,,,
,,,,https://www.zeczec.com/projects/ferdy,,,
,,,,https://www.zeczec.com/projects/goldenspine,,,
BOBOPET波波陪-狗狗的完美居家夥伴,FLYTTA,63482.0,2880.0,https://www.zeczec.com/projects/bobopet,"是餵食碗，更是陪伴愛犬促進身心健康的遊戲療癒球。讓愛犬在互動下能玩得開心、放電紓解壓力，與您一起渡過歡樂的時光。,zeczec",29 天,2022/09/27 20:00 – 2022/10/31 23:59
2023《身體曆行》插畫週曆 ✷ 照顧自己、放鬆身心的52個療癒提案,Thisis Yali（鏡物觀察室）,111350.0,730.0,https://www.zeczec.com/projects/BodyFirst2023,"是週曆也是手帳！穴道保健＋生活儀式感＋健康好習慣＝陪你照顧身體、認真度日也懂得休息♡,zeczec",29 天,2022/09/28 21:00 – 2022/10/31 23:59
Mirolive-塔芭絲可 3D募資計畫,米諾文創娛樂有限公司,285888.0,100.0,https://www.zeczec.com/projects/mirolive-Tako3d,"透過群眾募資達成3D化模組,zeczec",53 天,2022/09/25 19:00 – 2022/11/24 23:59
【 Epomaker TH96｜客製化 RGB 機械鍵盤 】QMK/VIA 支援，輕量級發燒入門一把就夠。,Epomaker,45191.0,5399.0,https://www.zeczec.com/projects/epomaker-th96,"不銹鋼板機身加上矽膠墊圈安裝結構，添加矽膠吸音泡沫和厚矽膠阻尼底墊保證了鍵盤厚實的手感與平順的打字體驗。相容QMA韌體並支援VIA，充分自定義您的客製化需求。再加上熱插拔軸座設計，特別的多媒體操...,zeczec",10 天,2022/09/15 12:00 – 2022/10/13 02:00
【東龍嚴選】享淨淨 | 冰溫熱逆滲透淨飲機，六段智能溫控 ‧ 生水過濾 ‧ 自動生成富氫水,東龍家電,608400.0,13800.0,https://www.zeczec.com/projects/TE-521i,"東龍家電嚴選桌上型免安裝過濾淨水器，一鍵出水、3秒瞬熱，同時享有六段智能溫控及富氫水功能，無須拉線安裝，即插即用空間自由。,zeczec",29 天,2022/08/09 20:00 – 2022/10/31 23:59
【 FOREVER™Tee 國民短袖 】膠原蛋白加持，9大機能穿久久,Evolete Apparel,314400.0,1180.0,https://www.zeczec.com/projects/the-forever-tee,"紡織技術黑科技：膠原蛋白×抗撕裂×抗褪色×仿棉感×不起球，讓你的每一天舒適自信爆表！,zeczec",29 天,2022/09/19 12:00 – 2022/10/31 23:59
飲酷杯 Inst. Cool ｜ 拿起就喝、自動關蓋，騎車、日常萬用飲料杯 ,飲酷杯 Inst. Cool,594578.0,839.0,https://www.zeczec.com/projects/incoolcup,"放下藏吸管，拿起一秒喝。成為馬路上最快喝到乾淨飲料的人。專利設計、全球唯一單手就能藏吸管的環保杯。,zeczec",59 天,2022/09/06 21:00 – 2022/11/30 23:59
𝙀𝙞𝙣𝙁𝙞𝙩 女性團隊代表力作 : 專為私密開發保養補充品．莓好益菌．輕鬆做自己！,EinFit,38668.0,1988.0,https://www.zeczec.com/projects/CranberryProbiotics,"「世代交替，重新定義女性！」莓好益菌懂妳在乎的：CranPure蔓越莓前花青素 + HerCare私密益生菌 + 聖潔莓 + 卡姆果C，全方位保健：年輕女孩要更愛自己，熟齡婦女也可以天天保養！,zeczec",13 天,2022/09/16 13:00 – 2022/10/15 23:59
