projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end
【il modo小長夾】是日製手工真皮小長夾，也是職人的信念,STATUSY TAIWAN,1049385.0,3560.0,https://www.zeczec.com/projects/ilmodo,"職人嚴選日本姬路高品質真皮皮革，歷經層層工序，將信念與期待融入手作，傾聽使用者的聲音，持續創新設計，盼能為使用者帶來幸福感，同時傳承製革傳統工藝,zeczec",63 天,2022/10/18 10:30 – 2022/12/26 23:59,2022/10/18 10:30:00,2022/12/26 23:59:00
Studio Smoll 巧翻皮夾2.0｜流暢隨行，快意感應,StudioSmoll,258196.0,1460.0,https://www.zeczec.com/projects/revolve-wallet2,"使用義大利植鞣皮革，製程環保，化繁為簡滿足各種日常所需，簡約而細膩的陪伴我們每個外出時刻。,zeczec",59 天,2022/10/17 21:00 – 2022/12/22 23:59,2022/10/17 21:00:00,2022/12/22 23:59:00
⟨⟨OHANA⟩⟩動物保育專案成果展 | 募資計畫,OHANA,1400.0,100.0,https://www.zeczec.com/projects/ohana,"OHANA是由世新大學資傳系學生所組成，透過建置野生動物保育入口網站及資料庫、發表保育相關的知識加值，以推廣台灣野生動物議題。,zeczec",127 天,2022/10/17 12:00 – 2023/02/28 23:59,2022/10/17 12:00:00,2023/02/28 23:59:00
《直男而喪》要命啊！直男癌,黃笑,2400.0,2500.0,https://www.zeczec.com/projects/straightmalecancer,"這是當代男性的愚蠢自白，一群直男對於自己的「臭直男」性格深感痛悔的喜劇治療，掏心掏肺掏家底，如實交代自己各種醜行，大至說謊欺騙劈腿騙感情，小至骯髒幻想懶惰躺平，無一例外全部揭露。,zeczec",12 天,2022/10/15 09:00 – 2022/11/05 23:59,2022/10/15 09:00:00,2022/11/05 23:59:00
｜犬山居の午茶 x 公益攝影展｜暖心的流浪動物主題展，每個照護病老同伴動物的平凡日子都是美好時光,U Joy,25300.0,500.0,https://www.zeczec.com/projects/afternoon-tea-with-tcasa,"好毛寵物攝影x犬山居: 在攝影展裡一窺毛孩們的下午茶時光,zeczec",52 天,2022/10/13 20:00 – 2022/12/15 23:59,2022/10/13 20:00:00,2022/12/15 23:59:00
懶主人救星！【機能性貓咪餐包】真正做到低磷！守護一次到位。,超越汪喵,11760.0,560.0,https://www.zeczec.com/projects/beyondpet,"「超越汪喵」團隊強烈希望能為腎貓盡一份心力，同時也讓飼主多一份安心，製作出適口性佳的處方食品，增加更多腎貓食品的多元選擇，希望陪伴在飼主與貓咪之間。,zeczec",17 天,2022/10/13 12:00 – 2022/11/10 23:59,2022/10/13 12:00:00,2022/11/10 23:59:00
Dogeous-高質感鋁合金口紅架,Dogeous,1998.0,999.0,https://www.zeczec.com/projects/Dogeous,"市售未見，100%台灣設計製造，高質感鋁合金口紅架,zeczec",49 天,2022/10/12 18:00 – 2022/12/12 23:59,2022/10/12 18:00:00,2022/12/12 23:59:00
LOTUS9 雙介面讀卡機 | 全球最小、可更換式記憶卡、無須下載驅動、鋅合金鍍黑鎳特別打造！！,LOTUS9,10877.0,499.0,https://www.zeczec.com/projects/lotus9-512gb,"LOTUS9 雙介面讀卡機方便於最短的時間內觀看或是取用需要的內容，鋅合金鍍黑鎳的堅硬外殼不只能為日常生活提供足夠保護也能增加質感，小巧俐落的外觀設計可置於任何空間。,zeczec",37 天,2022/10/12 12:00 – 2022/11/30 23:59,2022/10/12 12:00:00,2022/11/30 23:59:00
《ShowTime》訂製精裝手帳｜登上時裝秀 未來由你來掌握,一種選擇 | a kind of choice,71960.0,660.0,https://www.zeczec.com/projects/akindofchoice,"一本專屬為您客製化的手帳，能幫助你梳理思緒、提高效率。在書寫文字時重新獲得力量，創造屬於你的舞台,zeczec",21 天,2022/10/12 12:00 – 2022/11/15 02:00,2022/10/12 12:00:00,2022/11/15 02:00:00
bi×sole HOON秋冬保暖室內外拖鞋 | 重量輕且防水性佳・穿脫容易，進出室內戶外超方便 ・凹凸鞋底設計，抓地力強，長時間穿也舒適!,bi×sole×HOON,63046.0,999.0,https://www.zeczec.com/projects/bixsole-hoon,"日本時尚鞋履品牌 — 在日本累計銷售約100萬雙・超人氣的鞋類品牌「room’s」，推出穿脫方便且防水設計的新作品，陪大家一起度過溫暖過寒冬!,zeczec",22 天,2022/10/12 12:00 – 2022/11/15 23:59,2022/10/12 12:00:00,2022/11/15 23:59:00
《Color4玩轉卡套》直橫共用 X 雙面感應｜全台最無敵「玩美」的卡套誕生！,100Thinks,525660.0,850.0,https://www.zeczec.com/projects/color4,"台灣獨家專利結構，機能美型，擁有7大超能力的卡套！,zeczec",22 天,2022/10/12 10:00 – 2022/11/15 23:59,2022/10/12 10:00:00,2022/11/15 23:59:00
無尾香蕉動物學校｜友愛一起計畫｜【與動物相愛的練習】｜和插畫家李瑾倫一起創作你的毛孩故事,無尾香蕉動物學校,269782.0,100.0,https://www.zeczec.com/projects/NBAS,"友愛一起計畫是無尾香蕉動物學校為所有人設計的同理心練習，透過30道練習題學習與動物相愛，搭配和插畫家李瑾倫一起共創專屬的毛孩繪本，增進人對於動物們的友善與友愛之心。,zeczec",20 天,2022/10/11 20:00 – 2022/11/13 23:59,2022/10/11 20:00:00,2022/11/13 23:59:00
學而無礙｜募集極偏鄉孩童學習用品,the ONE table 一張桌子,25300.0,250.0,https://www.zeczec.com/projects/no-boundaries,"一起幫助孩子擁有較足額的資源，安心享受學習的樂趣，不用再擔心鉛筆盒裡沒有筆和橡皮擦。,zeczec",7 天,2022/10/09 20:00 – 2022/10/31 23:59,2022/10/09 20:00:00,2022/10/31 23:59:00
SPACEFOLD™ 時空折疊育兒包 | 三秒分層，一秒折疊，育兒/商務/休閒一切包辦！,Dauson lab.,1079060.0,3290.0,https://www.zeczec.com/projects/spacefold,"無需翻找，輕鬆取得全包物件，空間彈性極大化。防水抗污，透氣減壓，為孩子、父母設計的萬用快取背包,zeczec",29 天,2022/10/07 12:00 – 2022/11/22 23:59,2022/10/07 12:00:00,2022/11/22 23:59:00
2023【3D 紙雕地球日曆】- 是日曆，更是收藏品。用 365 天，創造一個世界,紙志,2728655.0,1980.0,https://www.zeczec.com/projects/earth-calendar-2023,"【全台首發 X 台灣節日 X 繁體中文】結合 3D 立體雷雕技術，還原真實地貌高低。讓撕日曆的每一天，成為藝術創作的過程。,zeczec",28 天,2022/10/06 12:00 – 2022/11/22 02:00,2022/10/06 12:00:00,2022/11/22 02:00:00
KIMU DUO 融蠟燈｜給關不掉的嗅覺，美好且安心的儀式感日常。,KIMU,1037231.0,2999.0,https://www.zeczec.com/projects/kimu-duo,"讓台灣燈具品牌 KIMU 打造比你更挑剔的香氛體驗。讓世界首創雙燈頭，立體你的五感，放大你的第六感。,zeczec",25 天,2022/10/06 11:00 – 2022/11/18 23:59,2022/10/06 11:00:00,2022/11/18 23:59:00
【T-Future】健康運動跑錶｜集結三鐵馬拉松、高精準健康量測｜台灣設計製造、搭配自有品牌 APP ,TCRD 思創研新,20960.0,5490.0,https://www.zeczec.com/projects/t-future,"1.34 吋陽光可視觸控螢幕，最清晰的大螢幕體驗，內建三鐵/ 馬拉松模式，15hr 高精準GPS續航，24hr 活動偵測並提供血壓校正功能，迎向未來健康新生活的第一步,zeczec",62 天,2022/10/05 21:00 – 2022/12/25 23:59,2022/10/05 21:00:00,2022/12/25 23:59:00
【癒見真實自己-全球唯一獨家六合一身心靈療癒卡牌】 51張獨家設計能量印記圖騰帶著你在愛與光中前進,久號｜永壽文教基金會,186470.0,1960.0,https://www.zeczec.com/projects/ninenine,"此套卡牌將協助大家在生活中覺察自己真實的狀態，每張指引牌皆配合完整六合一療癒解方(脈輪、寶石、精油、花精、阿卡西、瑜珈)，透過獨家能量印記圖騰賦予卡牌支持性的療癒頻率，一起與我們學習傾聽內在聲音...,zeczec",37 天,2022/10/05 20:00 – 2022/11/30 23:59,2022/10/05 20:00:00,2022/11/30 23:59:00
"2023【LOVE U, 兔】甜點日曆｜呷甜甜，過好年｜學會甜點讓每天都過的甜一點",Love U Too Cake,92911.0,980.0,https://www.zeczec.com/projects/loveutoocake,"✧ 你知道花有花語~ 甜點也有藏在其中的小寓意嗎? 讓我們一起認識風靡世界的甜點．兔兔年就是要過的好吃又好玩~,zeczec",38 天,2022/10/05 12:00 – 2022/12/01 23:59,2022/10/05 12:00:00,2022/12/01 23:59:00
零負擔口罩第二彈「Co-que Air 口罩」全新煙燻系列顏色 魅力登場,Co-que,23732.0,1598.0,https://www.zeczec.com/projects/co-que-air," 厭倦口罩的枯燥顏色了嗎?挑選屬於自己的浪漫色調吧，如果您正在尋找最舒適的口罩， Co-que Air 更輕薄・更快乾・更有機能性，超立體3D口罩好呼吸，真心推薦給您!!!,zeczec",26 天,2022/10/05 12:00 – 2022/11/19 23:59,2022/10/05 12:00:00,2022/11/19 23:59:00
黑洞超吸抽油煙機,爐妹妹,103350.0,16700.0,https://www.zeczec.com/projects/blackhole,"近吸油煙不過鼻，機身不碰頭，單一風口吸力強，噪音低，無油杯油網，多塗層奈米疏油疏水防刮，裡外直覺式好擦拭,zeczec",11 天,2022/10/04 20:00 – 2022/11/04 23:59,2022/10/04 20:00:00,2022/11/04 23:59:00
Dcard 愛情曆 - 365天愛情攻略,Dcard,75730.0,780.0,https://www.zeczec.com/projects/dcard,"如果許多電影都翻拍 Dcard 感情故事，如果愛情板蟬聯 5 年度熱門板，如果愛與被愛是人生課題，那 Dcard 為何不出一本愛情攻略，讓更多人少走些冤枉路呢？,zeczec",7 天,2022/10/03 21:00 – 2022/11/01 02:00,2022/10/03 21:00:00,2022/11/01 02:00:00
SAVING POWER x YOOBAO EN300 輕量級隨身小電站｜電到用時「不」方恨少！,SAVING POWER,228494.0,8980.0,https://www.zeczec.com/projects/yoobao-en300,"歐美日儲能電源暢銷品牌 YOOBAO ，全台首發【EN300輕量級隨身小電站】最多同時輸出6台設備； 300W功率 AC 插座及 DC 快充接孔，從緊急應用到休閒生活，隨時在你身邊。,zeczec",39 天,2022/10/03 20:00 – 2022/12/03 02:00,2022/10/03 20:00:00,2022/12/03 02:00:00
ToursCombine 旅遊知識網,ToursCombine,2000.0,500.0,https://www.zeczec.com/projects/tourscombine,"出國旅遊最新資訊，盡在ToursCombine！本網結合旅遊新聞、文章、影音、知識、討論區等等，提供最完整的旅遊資訊！,zeczec",21 天,2022/10/03 12:00 – 2022/11/14 23:59,2022/10/03 12:00:00,2022/11/14 23:59:00
《練愛大確幸》：52週實現所有愛情願望的幸福週曆，讓你/妳每天三分鐘，邊寫邊感動大喊：「真是太幸福啦！」,Love．Luck．Lab,12560.0,520.0,https://www.zeczec.com/projects/lovelucklab,"這套實用的願望實現工具，助你/妳將注意力投入到：(一)吸引靈魂伴侶、(二)戀情增溫重燃愛火、(三)找到與發展自己的天賦熱忱等。搭配專屬社群的分享見證和交流，幫助你/妳體悟「愛情願望成真」的幸福感動。,zeczec",37 天,2022/10/03 11:00 – 2022/11/30 23:59,2022/10/03 11:00:00,2022/11/30 23:59:00
從大哥哥拍到變大叔 - 依舊熱血的第九屆偏鄉義拍畢冊計畫,楊文逸,328214.0,1000.0,https://www.zeczec.com/projects/graduation-book-funding-project,"從哥哥拍到變大叔，熱血攝影師再再出動，以無償的方式協助偏鄉的畢業班學生拍攝畢業照與印製畢業紀念冊，為孩子們留下無可取代的回憶。,zeczec",13 天,2022/10/03 08:00 – 2022/11/06 23:59,2022/10/03 08:00:00,2022/11/06 23:59:00
日有所撕 SAVE THE DAY 2023｜不只是一本週曆，更是探索獨家用法的創意平台,CHLOE DESIGN,11140.0,860.0,https://www.zeczec.com/projects/savetheday2023,"百變萬用的日有所撕配色曆，發揮你的創意為生活增添色彩！可以當色票、標籤、單字卡或微日記等用途，也是生日及週年的最佳贈禮。,zeczec",6 天,2022/10/02 15:00 – 2022/10/30 23:59,2022/10/02 15:00:00,2022/10/30 23:59:00
《吉利‧吉曆》無時效性插畫故事月曆｜每個月帶你認識一個台灣獨特的傳統圖案故事。,吉文考古,11340.0,560.0,https://www.zeczec.com/projects/jili,"第一本以數字搭配臺灣傳統吉祥故事為主題的無時效性月曆，每月一個小故事，讓您更認識臺灣廟宇古蹟的裝飾故事!,zeczec",16 天,2022/10/01 00:00 – 2022/11/09 23:59,2022/10/01 00:00:00,2022/11/09 23:59:00
王羲之書法要訣月曆,無極,12100.0,500.0,https://www.zeczec.com/projects/z-calligraphy,"看圖說能量，讓您秒懂書法大師的筆法秘訣！讓你的字提升一個級別！！,zeczec",27 天,2022/09/30 12:00 – 2022/11/20 23:59,2022/09/30 12:00:00,2022/11/20 23:59:00
美國佛迪紫外線牙刷消毒器科技進化版｜顏值高、強效殺菌、操作簡單，口腔衛生的最後防線,Infinity-Pure,20673.0,1316.0,https://www.zeczec.com/projects/ferdy,"你知道牙刷可能比馬桶還髒嗎? 不乾淨的牙刷，會造成口腔問題，加重牙齒負擔,zeczec",22 天,2022/09/30 12:00 – 2022/11/15 23:59,2022/09/30 12:00:00,2022/11/15 23:59:00
貓咪好盆友-外掛式自動貓砂盆,大數聚物聯-最強掃地工,41750.0,4599.0,https://www.zeczec.com/projects/CatFriendForever,"一款結合省電、體積小、鏟屎、快速打包的外掛式自動貓砂盆,zeczec",7 天,2022/09/30 11:00 – 2022/10/31 23:59,2022/09/30 11:00:00,2022/10/31 23:59:00
大衛疊疊樂｜下班後，連米開朗基羅也紓壓的好玩意~,數字雕像,68614.0,990.0,https://www.zeczec.com/projects/codestatue-david,"大衛疊疊樂是款像樂高一樣紓壓的桌遊。不分男女老幼只要照著數字疊，可以自己獨樂或親子一起玩樂，讓你像米開基羅一樣打造出藝術史上最美的男子~,zeczec",7 天,2022/09/29 20:00 – 2022/10/31 23:59,2022/09/29 20:00:00,2022/10/31 23:59:00
【 BenQ 翻翻鏡 】史上最聰明的視訊鏡頭！智慧翻轉畫面，拍人拍物一秒切換！,BenQ,595447.0,5849.0,https://www.zeczec.com/projects/ideacam,"ideaCam S1 Pro 微物攝影 15 倍放大超清楚，磁吸可拆搭載降噪麥克風，效率作業、居家工作、遠端視訊的最佳解！,zeczec",10 天,2022/09/29 12:00 – 2022/11/04 02:00,2022/09/29 12:00:00,2022/11/04 02:00:00
安心環境，一燈搞定 | 智能UV殺菌燈(居家、辦公環境防疫必備),DDBuy平價商城,6380.0,2990.0,https://www.zeczec.com/projects/ddbuy_light,"疫情病毒蔓延心慌慌，智能UV殺菌燈是你的救星。 超強的殺菌能力，搭配智能偵測，不怕人體受傷害！ 快速擊敗，病毒退散；安心環境，一燈搞定！,zeczec",25 天,2022/09/29 12:00 – 2022/11/18 23:59,2022/09/29 12:00:00,2022/11/18 23:59:00
2023《身體曆行》插畫週曆 ✷ 照顧自己、放鬆身心的52個療癒提案,Thisis Yali（鏡物觀察室）,166508.0,730.0,https://www.zeczec.com/projects/BodyFirst2023,"週曆 × 可攤平手帳！讓穴道保健知識及儀式感提案，陪你照顧身體、自我療癒、開展豐盛生活♡,zeczec",7 天,2022/09/28 21:00 – 2022/10/31 23:59,2022/09/28 21:00:00,2022/10/31 23:59:00
美國NASA太空衣同款布料，保持人體最舒適的恆溫黑科技「FirePro守護者機能外套」,Neo Choice ,250740.0,7990.0,https://www.zeczec.com/projects/firepro,"#地表最頂高規格的全機能外套# 水火不容 🔥 風雨無阻 💦 日本開發設計 🇯🇵 ,zeczec",35 天,2022/09/28 20:30 – 2022/11/28 23:59,2022/09/28 20:30:00,2022/11/28 23:59:00
2023 [ 萬more兔more ] 月曆桌曆✦好事多更多！,HAppiNess studio,3879.0,660.0,https://www.zeczec.com/projects/onemore-twomore,"新的一年，每個月跟著兔子一起「萬more兔more」讓好事多更多！一本帶給你好運的兔月曆,zeczec",42 天,2022/09/28 20:00 – 2022/12/05 23:59,2022/09/28 20:00:00,2022/12/05 23:59:00
花生騷 原民傳統織布｜部落潮設計,古川設計,120530.0,2140.0,https://www.zeczec.com/projects/wasangshow001,"把豐富的原民傳統織布文化資產繼續延續，設計出更具故事性及代表性的經典。花生騷更邀請原民的創作者或團體，一同把這份屬於原民的文化祝福，分享給您！,zeczec",35 天,2022/09/28 19:00 – 2022/11/28 21:00,2022/09/28 19:00:00,2022/11/28 21:00:00
2023《365養食曆》｜365天 五行×五季×五臟 養生食補日曆 ,漾品啟鎂,591409.0,999.0,https://www.zeczec.com/projects/calendar365,"這是一本將養食觀念結合東方五行概念的養生食補日曆， 跟著時節這樣吃，讓您食在健康、食全食美！,zeczec",37 天,2022/09/28 12:00 – 2022/11/30 23:59,2022/09/28 12:00:00,2022/11/30 23:59:00
《調香日曆》2023 曆刻聞香｜開啟調香日曆，走進叢林香氣,Xiabenhow下班隨手作,1002984.0,899.0,https://www.zeczec.com/projects/thescentcalendar,"365天的調香配方結合日曆，搭配52種精油深入介紹，透過每日調香配方，找到屬於自己的隱形費洛蒙，城市生活的365天，走進山林間的叢林香氣,zeczec",8 天,2022/09/28 12:00 – 2022/11/02 02:00,2022/09/28 12:00:00,2022/11/02 02:00:00
BOBOPET波波陪-狗狗的完美居家夥伴,FLYTTA,85742.0,2880.0,https://www.zeczec.com/projects/bobopet,"是餵食碗，更是陪伴愛犬促進身心健康的遊戲療癒球。讓愛犬在互動下能玩得開心、放電紓解壓力，與您一起渡過歡樂的時光。,zeczec",7 天,2022/09/27 20:00 – 2022/10/31 23:59,2022/09/27 20:00:00,2022/10/31 23:59:00
〖 招財曆 2023 〗滿滿投資理財知識，日日伴你成長 ft. IEObserve 國際經濟觀察 X 財女Jenny,Money Come Calendar,1902212.0,940.0,https://www.zeczec.com/projects/moneycome,"台灣第一本以投資理財知識為主題的日曆，用淺白方式讓你看懂經濟指標、財報重點、全球重要產業公司介紹和財經大師投資心法；365 天每天吸收一則知識，和你一起成長，提高商業視野；用知識招財，以行動致富！,zeczec",12 天,2022/09/27 12:00 – 2022/11/05 23:59,2022/09/27 12:00:00,2022/11/05 23:59:00
2023 親子日曆｜解答你的親子難題，陪伴孩子創作世界,文案的美,1332992.0,999.0,https://www.zeczec.com/projects/parenting-calendar2023,"雙面可玩｜2-10 適用｜重覆使用｜全新主題，解答登場！為難解複雜的親子難題，提供指引方式，讓生活不再打結，安撫孩子每個為什麼，創造家庭溫馨互動的橋梁。,zeczec",2 天,2022/09/27 12:00 – 2022/10/26 23:59,2022/09/27 12:00:00,2022/10/26 23:59:00
【木直牛勿】澐森之巔 再美一年 台灣山月曆,木直牛勿,1663511.0,950.0,https://www.zeczec.com/projects/plantpractice2022,"我們是「木直牛勿」，喜歡山林，也喜歡畫畫。​ 希望透過畫筆，將台灣山林之美帶入各位的生活中：）,zeczec",3 天,2022/09/27 11:30 – 2022/10/28 02:00,2022/09/27 11:30:00,2022/10/28 02:00:00
職游 x 牌卡 = 運用內在三角形▲ 成為自己的職涯設計師！,職游,662827.0,4680.0,https://www.zeczec.com/projects/careercreator,"我們是「職游」，由職涯諮詢師組成的專業團隊，這次推出 3 套職涯探索牌卡與可無限回看的線上課程，希望大家能透過趣味的職涯探索牌卡，在多變的職場環境中，從探索認識自己的「內在 3 角形」開啟職涯規...,zeczec",8 天,2022/09/26 20:00 – 2022/11/01 23:59,2022/09/26 20:00:00,2022/11/01 23:59:00
Mirolive-塔芭絲可 3D募資計畫,米諾文創娛樂有限公司,501350.0,100.0,https://www.zeczec.com/projects/mirolive-Tako3d,"透過群眾募資達成3D化模組,zeczec",31 天,2022/09/25 19:00 – 2022/11/24 23:59,2022/09/25 19:00:00,2022/11/24 23:59:00
翁鈺鈞首張個人專輯《欲嫁女人心》募資計劃,怡佳娛樂經紀股份有限公司,346954.0,299.0,https://www.zeczec.com/projects/WengYuJun-Album,"一個懷著希望夢想而唱的女生，將要把過去所聚集的能量，全心注入首張個人全新創作專輯中，唱乎你聽！,zeczec",68 天,2022/09/23 20:00 – 2022/12/31 23:59,2022/09/23 20:00:00,2022/12/31 23:59:00
【早鳥優惠搶先預購~】超Q招財咬錢虎｜超級求財運神獸，咬錢進財庫啦~,鴞遙翱創,42279.0,4450.0,https://www.zeczec.com/projects/money-hu-yeh,"「超Q虎來囉」創新設計一尊真的能咬硬幣的虎爺｜別再擺招財貓啦~結合東方招財神獸-虎爺，創新設計可以咬錢的超Q咬錢虎,zeczec",3 天,2022/09/23 20:00 – 2022/10/27 23:59,2022/09/23 20:00:00,2022/10/27 23:59:00
《Nice to Meet You》2023 動物寓言月曆｜在故事裡遇見我和你，偶爾還有他,5539 Design Studio,112770.0,830.0,https://www.zeczec.com/projects/nicetomeetyou,"以十二星座為靈感，為每個月份撰寫一則原創寓言， 邀你一起從故事感受角色各異其趣的特質，在寓言中看見他人身上的光。,zeczec",27 天,2022/09/22 21:00 – 2022/11/21 02:00,2022/09/22 21:00:00,2022/11/21 02:00:00
廚佛瑞德Fred｜三秒入魂川味麻辣燒醬｜就是我十年前，在四川一嚐入魂、難忘至今的頂級香氣和麻辣滋味！,廚佛瑞德 Fred,1589795.0,999.0,https://www.zeczec.com/projects/FredJam,"重現四川老師傅的手藝，把川菜經典的香、麻、辣徹底發揮。「三秒入魂川味麻辣燒醬」純手工熬煮、加入頂規食材，要把當年震撼我的味覺體驗分享給你。,zeczec",8 天,2022/09/22 20:00 – 2022/11/01 23:59,2022/09/22 20:00:00,2022/11/01 23:59:00
2023【台灣．鳥．日子—365天手繪日曆】｜你的鳥類小百科,台灣．鳥．日子,390973.0,760.0,https://www.zeczec.com/projects/lovebirds2023,"2023【台灣．鳥．日子—365天手繪日曆】手繪勾勒365隻鳥類，彩繪並記錄台灣及全球獨特鳥兒！引起台灣大眾對鳥兒的關注，入門學習鳥類的知識！,zeczec",28 天,2022/09/22 20:00 – 2022/11/21 23:59,2022/09/22 20:00:00,2022/11/21 23:59:00
質好日全植物生煎包 ｜ 零膽固醇的肉感美味快速上桌！享受蔬食，不必犧牲美食。,質 好日,1848730.0,640.0,https://www.zeczec.com/projects/goodday,"質好日使用全植物成分製作生煎包，首波推出冷凍生煎包，原味/剝皮辣椒/全素/五辛素口味，簡單加熱就能美味上桌！希望透過親民的美食小點，讓大眾體驗植物飲食的美好！,zeczec",17 天,2022/09/22 12:00 – 2022/11/10 03:00,2022/09/22 12:00:00,2022/11/10 03:00:00
2023 大腸王腦洞日曆 | 直擊台北街頭神秘塗鴉！給你原汁原味ㄉ日腸,鑫羿文創 x 思濰行銷顧問,175500.0,890.0,https://www.zeczec.com/projects/horumonbaby426,"著名的大腸王寶寶是最常出現在台北街頭牆上的塗鴉，被稱為台北四大街頭傳說。 希望藉由「2023 大腸王腦洞日曆 」來療癒您的日「腸」！,zeczec",7 天,2022/09/22 12:00 – 2022/10/31 23:59,2022/09/22 12:00:00,2022/10/31 23:59:00
