projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end
ToursCombine 旅遊知識網,ToursCombine,1500.0,500.0,https://www.zeczec.com/projects/tourscombine,"出國旅遊最新資訊，盡在ToursCombine！本網結合旅遊新聞、文章、影音、知識、討論區等等，提供最完整的旅遊資訊！,zeczec",35 天,2022/10/03 12:00 – 2022/11/14 23:59,2022/10/03 12:00:00,2022/11/14 23:59:00
從大哥哥拍到變大叔 - 依舊熱血的第九屆偏鄉義拍畢冊計畫,楊文逸,124200.0,1000.0,https://www.zeczec.com/projects/graduation-book-funding-project,"從哥哥拍到變大叔，熱血攝影師再再出動，以無償的方式協助偏鄉的畢業班學生拍攝畢業照與印製畢業紀念冊，為孩子們留下無可取代的回憶。,zeczec",27 天,2022/10/03 08:00 – 2022/11/06 23:59,2022/10/03 08:00:00,2022/11/06 23:59:00
老屋創新生 X 鐵咖夢工房,小恬田十三間手作農坊,47200.0,1000.0,https://www.zeczec.com/projects/Coffeehouse,"我們將60年鄉村老屋整理修繕，創建「鐵鍋台灣咖啡夢工坊」實現細旅行沈浸式生活體驗，為彼此鼓舞為生命加熱！一間老屋 X 一咖鐵鍋 X 一杯咖啡 X 一份初心，承載並延續台灣鐵咖夢。,zeczec",52 天,2022/10/01 20:00 – 2022/12/01 23:59,2022/10/01 20:00:00,2022/12/01 23:59:00
馬曆2023／做一隻不會在龜兔賽跑中輸掉比賽的兔子,新加坡商艾雅思股份有限公司台灣分公司,2138196.0,920.0,https://www.zeczec.com/projects/MarknMary2023,"原子習慣說，只要每天進步1%，一年累積下來，你就會成長3700%！ 問題是，我們要從哪裡開始下手，要如何有意識地做出改變呢？ 就讓馬曆成為你每日的提醒吧！,zeczec",52 天,2022/10/01 10:01 – 2022/12/01 23:59,2022/10/01 10:01:00,2022/12/01 23:59:00
《吉利‧吉曆》無時效性插畫故事月曆｜每個月帶你認識一個台灣獨特的傳統圖案故事。,吉文考古,6880.0,560.0,https://www.zeczec.com/projects/jili,"第一本以數字搭配臺灣傳統吉祥故事為主題的無時效性月曆，每月一個小故事，讓您更認識臺灣廟宇古蹟的裝飾故事!,zeczec",30 天,2022/10/01 00:00 – 2022/11/09 23:59,2022/10/01 00:00:00,2022/11/09 23:59:00
貓咪好盆友-外掛式自動貓砂盆,大數聚物聯-最強掃地工,41750.0,4599.0,https://www.zeczec.com/projects/CatFriendForever,"一款結合省電、體積小、鏟屎、快速打包的外掛式自動貓砂盆,zeczec",21 天,2022/09/30 11:00 – 2022/10/31 23:59,2022/09/30 11:00:00,2022/10/31 23:59:00
【全力揮擊】原創沉浸式棒球主題桌遊｜朋友聚會、親子時光、球迷競技都適合的經典收藏桌遊,【全力揮擊 ShowTime】,553441.0,1680.0,https://www.zeczec.com/projects/showtime,"馬上來場緊張刺激的棒球比賽！在冷氣房中享受在球場上揮汗的樂趣，體驗揮棒打擊的快感。變化多端的攻防事件與靈活的防守布陣，九局下半，等你來一棒炸裂，獲得最終的勝利。,zeczec",30 天,2022/09/29 20:00 – 2022/11/09 23:59,2022/09/29 20:00:00,2022/11/09 23:59:00
大衛疊疊樂｜下班後，連米開朗基羅也紓壓的好玩意~,數字雕像,56620.0,990.0,https://www.zeczec.com/projects/codestatue-david,"大衛疊疊樂是款像樂高一樣紓壓的桌遊。不分男女老幼只要照著數字疊，可以自己獨樂或親子一起玩樂，讓你像米開基羅一樣打造出藝術史上最美的男子~,zeczec",21 天,2022/09/29 20:00 – 2022/10/31 23:59,2022/09/29 20:00:00,2022/10/31 23:59:00
新 • 康普茶發酵液 [療癒DIY手作機能飲] 100%無多餘添加；低糖低熱量，口味百變，健康滿分！,林立生醫 LINLI,56320.0,920.0,https://www.zeczec.com/projects/linlibio-kombucha,"源自東方發酵茶飲《 康普茶 》興起西方養生風潮，「林立 綠茶康普茶發酵液」給您無負擔的輕盈，想喝就喝吧！,zeczec",50 天,2022/09/29 20:00 – 2022/11/30 02:59,2022/09/29 20:00:00,2022/11/30 02:59:00
安心環境，一燈搞定 | 智能UV殺菌燈(居家、辦公環境防疫必備),DDBuy平價商城,6380.0,2990.0,https://www.zeczec.com/projects/ddbuy_light,"疫情病毒蔓延心慌慌，智能UV殺菌燈是你的救星。 超強的殺菌能力，搭配智能偵測，不怕人體受傷害！ 快速擊敗，病毒退散；安心環境，一燈搞定！,zeczec",39 天,2022/09/29 12:00 – 2022/11/18 23:59,2022/09/29 12:00:00,2022/11/18 23:59:00
2023《身體曆行》插畫週曆 ✷ 照顧自己、放鬆身心的52個療癒提案,Thisis Yali（鏡物觀察室）,142658.0,730.0,https://www.zeczec.com/projects/BodyFirst2023,"是週曆也是可攤平手帳！穴道保健＋儀式感提案＋健康小叮嚀，陪你照顧身體、自我療癒、開展豐盛生活♡,zeczec",21 天,2022/09/28 21:00 – 2022/10/31 23:59,2022/09/28 21:00:00,2022/10/31 23:59:00
美國NASA太空衣同款布料，保持人體最舒適的恆溫黑科技「FirePro守護者機能外套」,Neo Choice ,202800.0,7990.0,https://www.zeczec.com/projects/firepro,"#地表最頂高規格的全機能外套# 水火不容 🔥 風雨無阻 💦 日本開發設計 🇯🇵 ,zeczec",49 天,2022/09/28 20:30 – 2022/11/28 23:59,2022/09/28 20:30:00,2022/11/28 23:59:00
花生騷 原民傳統織布｜部落潮設計,古川設計,84240.0,700.0,https://www.zeczec.com/projects/wasangshow001,"把豐富的原民傳統織布文化資產繼續延續，設計出更具故事性及代表性的經典。花生騷更邀請原民的創作者或團體，一同把這份屬於原民的文化祝福，分享給您！,zeczec",48 天,2022/09/28 19:00 – 2022/11/28 21:00,2022/09/28 19:00:00,2022/11/28 21:00:00
3ZeBra｜Go Stand ! 異次元站立收納包｜讓人怦然心動的人生整理魔法，一開即站立，你的生活即戰力。,三隻斑馬 3ZeBra,380931.0,990.0,https://www.zeczec.com/projects/go-stand,"站立式設計以及豐富的隔層，讓每個不易收納的小物，都有它專屬的「家」，並且好拿又好放。一個好的「收納包」不只有收納功能，而是成為生活的補給站。,zeczec",21 天,2022/09/28 12:00 – 2022/10/31 23:59,2022/09/28 12:00:00,2022/10/31 23:59:00
眠豆沙 | 今天開始搶著睡沙發的台灣製手工沙發,眠豆腐,4422870.0,39590.0,https://www.zeczec.com/projects/sleepytofu-sofa,"為了你寶貴的療癒時光，眠豆腐決定打造一款沙發，拿出所有獨家秘方，回歸沙發的核心機能：好坐又好躺。我們稱它——眠豆沙！,zeczec",21 天,2022/09/27 20:00 – 2022/10/31 23:59,2022/09/27 20:00:00,2022/10/31 23:59:00
畢業製作《尋》紀錄片募資計畫,畢業製作《尋》紀錄片團隊＿馬子涵,3800.0,300.0,https://www.zeczec.com/projects/capstone-project-documentary-SEARCHING,"拍攝關於＜big行動夢想家＞劇團的三位成員，透過參與劇團，和劇團夥伴成為互相扶持的家人，漸漸找到自我找到歸屬的過程。,zeczec",41 天,2022/09/27 11:00 – 2022/11/20 23:59,2022/09/27 11:00:00,2022/11/20 23:59:00
職游 x 牌卡 = 運用內在三角形▲ 成為自己的職涯設計師！,職游,530757.0,4680.0,https://www.zeczec.com/projects/careercreator,"我們是「職游」，由職涯諮詢師組成的專業團隊，這次推出 3 套職涯探索牌卡與可無限回看的線上課程，希望大家能透過趣味的職涯探索牌卡，在多變的職場環境中，從探索認識自己的「內在 3 角形」開啟職涯規...,zeczec",22 天,2022/09/26 20:00 – 2022/11/01 23:59,2022/09/26 20:00:00,2022/11/01 23:59:00
【福柚福氛｜香氛組】天然植萃｜花蓮鶴岡有機柚子再生｜化身四季都能陪伴你的香氣,福氛,4400.0,2000.0,https://www.zeczec.com/projects/fu-you-fu-fen,"起初幫助小農的善念，擴大成想為每個人提供更自在的放鬆時光。,zeczec",15 天,2022/09/26 12:00 – 2022/10/25 23:59,2022/09/26 12:00:00,2022/10/25 23:59:00
Mirolive-塔芭絲可 3D募資計畫,米諾文創娛樂有限公司,374500.0,100.0,https://www.zeczec.com/projects/mirolive-Tako3d,"透過群眾募資達成3D化模組,zeczec",45 天,2022/09/25 19:00 – 2022/11/24 23:59,2022/09/25 19:00:00,2022/11/24 23:59:00
『韓國PILMOA長效保溫杯』同系列保溫杯韓國熱銷超過150萬個 🔥 獲4.6顆星高評價​ ✨,Neo Choice ,167370.0,1690.0,https://www.zeczec.com/projects/pilmoa,"１、２公升大容量​，最長保冷48小時，保溫24小時!​ 讓你從早到晚，保持最一開始的溫度！​好的保溫杯，一個就夠👍 台灣獨家首賣!,zeczec",36 天,2022/09/22 20:30 – 2022/11/15 23:59,2022/09/22 20:30:00,2022/11/15 23:59:00
2023《花誌月曆》灌溉自己的12種練習,Floral Vintage花藝風格店,57060.0,760.0,https://www.zeczec.com/projects/floraldiary2023,"我們是兩位花藝品牌的主理人Carol & Rin，這是我們聯合推出的《花誌月曆》，第一本以「花藝師日常視角」為出發而設計的月曆，希望能透過四季植物共感陪伴，帶來花草療癒力量。,zeczec",36 天,2022/09/22 20:30 – 2022/11/15 23:59,2022/09/22 20:30:00,2022/11/15 23:59:00
廚佛瑞德Fred｜三秒入魂川味麻辣燒醬｜就是我十年前，在四川一嚐入魂、難忘至今的頂級香氣和麻辣滋味！,廚佛瑞德 Fred,1143965.0,949.0,https://www.zeczec.com/projects/FredJam,"重現四川老師傅的手藝，把川菜經典的香、麻、辣徹底發揮。「三秒入魂川味麻辣燒醬」純手工熬煮、加入頂規食材，要把當年震撼我的味覺體驗分享給你。,zeczec",22 天,2022/09/22 20:00 – 2022/11/01 23:59,2022/09/22 20:00:00,2022/11/01 23:59:00
2023【台灣．鳥．日子—365天手繪日曆】｜你的鳥類小百科,台灣．鳥．日子,232711.0,760.0,https://www.zeczec.com/projects/lovebirds2023,"2023【台灣．鳥．日子—365天手繪日曆】手繪勾勒365隻鳥類，彩繪並記錄台灣及全球獨特鳥兒！引起台灣大眾對鳥兒的關注，入門學習鳥類的知識！,zeczec",42 天,2022/09/22 20:00 – 2022/11/21 23:59,2022/09/22 20:00:00,2022/11/21 23:59:00
《習慣樂戒所》戒除習慣的好幫手 I 國立臺灣師範大學表演藝術學士學位學程112級 X 表演藝術研究所史宥玲聯合畢業製作,臺師大表演藝術學程112級畢業製作,1199.0,1199.0,https://www.zeczec.com/projects/i-112-x,"我們是臺師大表藝第四屆畢業班同學，想自籌經費做一齣長達100分鐘的原創音樂劇，來探討習慣對於人的影響。節目由本班學生從零開始打造，一步步搭建起習慣樂戒所。而今來到開張之際，能邀您一同共襄盛舉嗎?,zeczec",54 天,2022/09/22 20:00 – 2022/12/03 23:59,2022/09/22 20:00:00,2022/12/03 23:59:00
2023 大腸王腦洞日曆 | 直擊台北街頭神秘塗鴉！給你原汁原味ㄉ日腸,鑫羿文創 x 思濰行銷顧問,140470.0,890.0,https://www.zeczec.com/projects/horumonbaby426,"著名的大腸王寶寶是最常出現在台北街頭牆上的塗鴉，被稱為台北四大街頭傳說。 希望藉由「2023 大腸王腦洞日曆 」來療癒您的日「腸」！,zeczec",21 天,2022/09/22 12:00 – 2022/10/31 23:59,2022/09/22 12:00:00,2022/10/31 23:59:00
2023《燈塔》自我成長手帳本 | 身在暗處，別忘了光離你其實不遠。,壹玖玖柒,13807.0,429.0,https://www.zeczec.com/projects/lighthouse-calendar,"這座指引人生方向的燈塔，帶著你找尋最真實的自己，只有你親自嘗試與冒險，才能體會船入港後船錨落下的安穩感。,zeczec",40 天,2022/09/22 12:00 – 2022/11/20 12:00,2022/09/22 12:00:00,2022/11/20 12:00:00
Withering Calendar 2023 植物凋零曆 ｜凡事都會消逝，凡事也都會再來,yiyuflorist,3385345.0,980.0,https://www.zeczec.com/projects/withering-calendar-2023,"一本關於凋零的植物攝影日曆。,zeczec",21 天,2022/09/21 21:00 – 2022/10/31 23:59,2022/09/21 21:00:00,2022/10/31 23:59:00
▋上班情緒花草茶曆 ▋ 可以喝的無時效日曆，給你滿滿的療癒力。來一場集結視覺嗅覺味覺的三重饗宴,Cemento Hana_和泥花,44204.0,549.0,https://www.zeczec.com/projects/cemento-hana,"為上班族設計的五款紓壓獨家配方，針對週一至週五，每天不同的身心層面調配最適合當天飲用的花茶。以日曆形式設計花茶包裝，每一日每一次的手撕日曆，都是開啟了這天花草療癒之旅的儀式感。,zeczec",32 天,2022/09/21 21:00 – 2022/11/11 23:59,2022/09/21 21:00:00,2022/11/11 23:59:00
《力量》再創百年歷史，天寶聖道宮修繕特急,北投天寶聖道宮,4250.0,250.0,https://www.zeczec.com/projects/tianbaoshengdaotemple,"捐一磚蓋平安，疊一瓦求一福。讓我們凝聚力量，讓信仰不被瓦解。協助50年老廟再創百年歷史！,zeczec",40 天,2022/09/21 20:00 – 2022/11/20 02:00,2022/09/21 20:00:00,2022/11/20 02:00:00
❝ 𝘿𝙤𝙪𝙗𝙡𝙚 𝘽𝙤𝙭 蒸氣微波保鮮盒 ❞ 保鮮 - 料理 - 上桌，一步到位！,LiFE RiCH 富川創造,6543420.0,2800.0,https://www.zeczec.com/projects/double-box,"LiFE RiCH 富川創造全新力作！延續「可微波不鏽鋼」專利結構，結合獨家「蒸氣微波」技術，並升級氣密防漏、防燙隔熱、三款容量設計，讓保鮮、料理、上桌，一步到位！,zeczec",36 天,2022/09/21 12:00 – 2022/11/15 23:59,2022/09/21 12:00:00,2022/11/15 23:59:00
2023 慢慢日曆 | 慢慢過，每天都是好日子 ◖365天的日常漫活提案，最療癒的手繪圖文日曆◗,來福小日子 ｜萊柏思文創有限公司,397496.0,899.0,https://www.zeczec.com/projects/simple-life,"生活需要紓壓，日常需要儀式感。讓我們陪你，一起療癒，慢慢過。,zeczec",21 天,2022/09/21 12:00 – 2022/10/31 23:59,2022/09/21 12:00:00,2022/10/31 23:59:00
《星躍物語Star Leaping Story》台灣一人獨立製作 | 原創衝刺闖關的趣味玩法，一款挑戰你操作極限的遊戲！一起來場星球冒險吧！,ZerovHao,66763.0,150.0,https://www.zeczec.com/projects/star-leaping-story,"個人獨立開發PC單機遊戲，從軟體、美術、音樂、劇情設定及過場演出皆由一人製作，深受喜愛的獨立遊戲啟發，希望能製作出帶給大家歡樂與感動的作品！《星躍物語》已完成DEMO版本，歡迎各位試玩！,zeczec",41 天,2022/09/21 12:00 – 2022/11/20 23:59,2022/09/21 12:00:00,2022/11/20 23:59:00
HoldU 懶人沙發椅｜是懶骨頭，更是床墊 ＆ 支撐沙發！一椅三用大革新，Hold Your Life！,WM台客嚴選,2276210.0,3490.0,https://www.zeczec.com/projects/holdu,"360 度沉浸包覆，享受懶骨頭帶來的放鬆，加上台灣製的支撐設計，包覆兼具支撐，怎麼坐都舒適，讓一椅適用多種生活情境，一張顛覆你想像的懶人沙發，不只是懶骨頭，也是支撐沙發，更是單人沙發床！,zeczec",26 天,2022/09/20 12:00 – 2022/11/06 02:00,2022/09/20 12:00:00,2022/11/06 02:00:00
桌遊 x 立體書 = 夢幻組合！《奇幻樹冒險物語》2022 最歡樂的一場冒險,迷走工作坊,1254441.0,2349.0,https://www.zeczec.com/projects/wonderbook,"《奇幻樹冒險物語》是一款原創的奇幻故事冒險遊戲。結合桌遊「豐富的遊戲機制」與立體書「創新的互動玩法」，易學好教十分鐘就能輕鬆上手，從 10 歲到 99 歲都能快速融入刺激的遊戲情境中！,zeczec",14 天,2022/09/20 12:00 – 2022/10/25 02:00,2022/09/20 12:00:00,2022/10/25 02:00:00
咖啡 • 香｜咖啡渣做的咖啡•香，融合『循環｜再生｜信仰｜薰香』擁有安定向上的力量！,Lu Coffee,0.0,1466.0,https://www.zeczec.com/projects/lucoffee02,"旅•珈啡｜首創環保薰香，100%純天然原料專屬香氣，結合『環保•創新•循環』咖啡渣的循環再生，為共同所處環境盡一份力。,zeczec",36 天,2022/09/20 12:00 – 2022/11/16 02:00,2022/09/20 12:00:00,2022/11/16 02:00:00
原民咖啡架×與眾不同的循環設計 | 文化環保雙結合，打造溫暖早晨時光,和木相處有限公司,0.0,1680.0,https://www.zeczec.com/projects/withwood,"當木頭炙熱的溫度碰上金屬的冷酷，就像歷史悠遠的原民文化撞上了 時尚的咖啡流行，就這樣誕生了「原民手沖咖啡架」！！,zeczec",21 天,2022/09/20 12:00 – 2022/10/31 23:59,2022/09/20 12:00:00,2022/10/31 23:59:00
《河流》身心靈療癒誌｜不只是一份紙本月刊，而是一個匯聚美好能量的療癒多媒體，一個共學共好的身心靈平台！這世界不需要再一本八卦雜誌、再一個八卦節目，但需要這樣一個愛的視角，懇請支持「河流心傳媒」！,《河流》身心靈療癒誌,246100.0,16800.0,https://www.zeczec.com/projects/river2021,"《河流．身心靈療癒誌》滿週歲了，感謝去年嘖嘖支持我們創刊，這一年來我們為大家做了好多！河流從誕生到努力長這麼大，真是個奇蹟！我們還有更多的愛和夢想等著實現，邀請您繼續跟著我們～走這條河流！,zeczec",36 天,2022/09/20 10:00 – 2022/11/15 23:59,2022/09/20 10:00:00,2022/11/15 23:59:00
半島體制,廖志嘉,0.0,300.0,https://www.zeczec.com/projects/ban-dao-ti-zhi,"「半島體制」是一個以科技泛濫為主體的寓意式創作。圍繞著選舉的沉浸式互動，讓身為選民的觀眾決定結局。,zeczec", 38 小時,2022/09/20 00:00 – 2022/10/12 23:59,2022/09/20 00:00:00,2022/10/12 23:59:00
一DAY一辱 2023 乳滑日曆,習維尼,19200.0,426.0,https://www.zeczec.com/projects/day,"《一DAY一辱 2023 乳滑日曆》用詼諧 / 調侃 / 反諷的方式，記錄中國的匪夷所思；身為傲嬌的炎黃子孫，你應該要將每一次的辱華事件銘記在心，化悲憤為力量，一起努力光耀我大中華！,zeczec",27 天,2022/09/19 21:00 – 2022/11/06 23:59,2022/09/19 21:00:00,2022/11/06 23:59:00
《新蘇富比葡萄酒百科全書》｜葡萄酒界權威之作，發行 35 年首度推出中文版！,大石國際文化有限公司,1076203.0,4380.0,https://www.zeczec.com/projects/The-New-Sothebys-Wine-Encyclopedia,"《蘇富比葡萄酒百科全書》是WSET世界品酒師證照和CMS侍酒師考試的指定讀物，1988年由DK發行首版（480頁），改版後更名為《新蘇富比葡萄酒百科全書》，現在這本是2020年第六版，內容增加到...,zeczec",21 天,2022/09/19 20:00 – 2022/10/31 23:59,2022/09/19 20:00:00,2022/10/31 23:59:00
2022 第一屆 愛丁堡臺灣藝術節 Taiwan Arts Festival Edinburgh 募資計畫,TAFE,26699.0,150.0,https://www.zeczec.com/projects/taiwan-arts-festival,"愛丁堡臺灣藝術節 (Taiwan Arts Festival Edinburgh, TAFE) 是由住在英國的臺灣人共同發起的藝術節。除了展覽的發表，也辦理工作坊、座談會、導覽等形式讓英國在地觀...,zeczec",20 天,2022/09/19 12:00 – 2022/10/30 23:59,2022/09/19 12:00:00,2022/10/30 23:59:00
【2023清旅行手撕桌曆】網紅凡清親手製作｜ 365天日日旅行 橫跨50國 ｜ 伴你收藏一整年的美好,2023清旅行手撕桌曆,250199.0,680.0,https://www.zeczec.com/projects/cingtravel2023,"一起去旅遊吧！這本《2023清旅行手撕桌曆》是我親手製作的喔，當初答應仲仲要帶她去度假而製作的，遨遊50國風景美食，每日一句土味情話，365天日日充滿驚喜，各方面細節都超級注重，分享給各位,zeczec",21 天,2022/09/14 21:00 – 2022/10/31 23:59,2022/09/14 21:00:00,2022/10/31 23:59:00
KAVi 翻轉咖啡杯｜一杯搞定所有器具，跳脫日常框架、翻轉無限”饗嚮”,錦明實業股份有限公司,586697.0,1410.0,https://www.zeczec.com/projects/viida-kavi,"小孩才作選擇，今天喝什麼我說了算！隱身於隨行杯裡的飲品特調 Bar，讓你再忙都能輕鬆享有手作飲品的好滋味及樂趣味！,zeczec",34 天,2022/09/13 10:30 – 2022/11/13 23:59,2022/09/13 10:30:00,2022/11/13 23:59:00
2023 真屌曆｜日日有屌，日日都屌！,Lanpar,625251.0,888.0,https://www.zeczec.com/projects/good-chicken-calendar-2023,"療癒系插畫家 Lanpar 重磅出擊，為大家帶來充滿ㄐㄐ的 2023,zeczec",21 天,2022/09/12 20:00 – 2022/10/31 23:59,2022/09/12 20:00:00,2022/10/31 23:59:00
翻轉生命的力量 -【阿恩開火車】繪本印製計畫，讓我們一起點亮重症病童的希望之光 !,喜願協會,361800.0,100.0,https://www.zeczec.com/projects/makeawish,"喜願協會希望透過印製「喜願熊圓夢系列 - 阿恩開火車」的繪本，帶您一起探索重症病童的願望旅程，及願望成真後的人生轉變；同時會將繪本捐贈給20家醫院，作為鼓勵孩子們的正面力量。,zeczec",28 天,2022/09/09 15:00 – 2022/11/08 14:59,2022/09/09 15:00:00,2022/11/08 14:59:00
2023｜兔兔高升｜貓日曆 - 和貓咪一起天天好心情，享受好運氣！,HANK MAX STUDIO,4015379.0,1490.0,https://www.zeczec.com/projects/catflip2023,"你知道兔年（卯年）也是貓咪年嗎？2023 和貓貓一起兔兔高升吧！*ΦωΦ)ノ,zeczec", 15 小時,2022/09/07 11:50 – 2022/10/11 23:59,2022/09/07 11:50:00,2022/10/11 23:59:00
永恆金庸・無限江湖：【金庸作品集】平裝改版計畫,遠流出版公司,10402171.0,9490.0,https://www.zeczec.com/projects/jingyong,"2024年是「金庸百年」，遠流預計推動三年期的【金庸作品集】平裝改版計畫（二版），全套36冊，每年出版12冊。兼具收藏性與創意性的贈品規劃，期盼更多新讀者進入金庸的多重宇宙！,zeczec",7 天,2022/09/07 11:00 – 2022/10/17 23:59,2022/09/07 11:00:00,2022/10/17 23:59:00
菜寮百年部落起大廟,臺南市鼓樂協會-鳳天神鼓,39330.0,200.0,https://www.zeczec.com/projects/Fengtian,"「小庄頭也能起大廟？」 菜寮，一個座落於臺南佳里區的百年部落… 臺南市鼓樂協會為傳承及推廣偏鄉在地百年部落文化特色，將以鼓樂結合舞蹈及兒童音樂劇呈現歷史故事！,zeczec",20 天,2022/09/02 17:00 – 2022/10/30 23:59,2022/09/02 17:00:00,2022/10/30 23:59:00
小墨曆｜2023 書法水墨學習日曆 feat.學見書房,小墨器 Hsiao Mo Chi,458075.0,890.0,https://www.zeczec.com/projects/Hsiao-mo-li,"2023 年，一起來個美字訓練！ 讓你從小學畢業後重新愛上書法的日曆 ,zeczec",30 天,2022/09/01 21:00 – 2022/11/10 02:59,2022/09/01 21:00:00,2022/11/10 02:59:00
"日本砥部燒, 傳承數百年的工藝, 與您共同點綴生活!",Super Markit,0.0,1942.0,https://www.zeczec.com/projects/supermarkit,"砥部燒被日本政府列為無形文化資產, 其獨特的潤白色澤, 自古以來就備受日本人喜愛。獨特的傳統工藝融合現代元素, 帶來的不止是生活的點綴、更是暖心的情懷。,zeczec",5 天,2022/09/01 00:00 – 2022/10/15 23:59,2022/09/01 00:00:00,2022/10/15 23:59:00
日日有影 2023｜生活是電影的本質，電影是生活的淬鍊 ―― 電影日曆陪伴你的 2023 年,釀電影,2370495.0,980.0,https://www.zeczec.com/projects/amovieaday,"12 位台灣插畫家，與近百位電影人、影評、作家聯手，讓你的 365 天都有電影相伴。,zeczec",21 天,2022/08/31 21:00 – 2022/10/31 23:59,2022/08/31 21:00:00,2022/10/31 23:59:00
